Rank,Name,Points,17.1 rank,17.1 score,17.2 rank,17.2 score,17.3 rank,17.3 score,17.4 rank,17.4 score,17.5 rank,17.5 score,
233,Gottfried Bay,1919,110,16:05 - s,426,142 reps - s,923,71 reps - s,306,216 reps - s,154,9:11 - s
234,Brendan Wilson,1922,399,18:28 - s,475,141 reps - s,247,142 reps - s,368,210 reps - s,433,11:09 - s
235,Carlos Escanilla,1923,416,18:36 - s,755,121 reps - s,337,131 reps - s,175,233 reps - s,240,9:43 - s
236,Marc Montemerlo,1935,65,15:24 - s,136,175 reps - s,237,142 reps - s,239,221 reps - s,1258,0
237,Michael Gore,1938,382,18:20 - s,193,170 reps - s,370,130 reps - s,306,216 reps - s,687,12:45 - s
238,jeff morrow,1944,195,17:00 - s,302,156 reps - s,305,132 reps - s,176,232 reps - s,966,15:48 - s
239,Bob Cloud,2000,432,18:41 - s,459,141 reps - s,322,131 reps - s,137,238 reps - s,650,12:32 - s
240,Jeffrey Klug,2002,577,19:26 - s,591,136 reps - s,287,138 reps - s,353,212 reps - s,194,9:30 - s
241,Eric Swauger,2008,118,16:09 - s,969,112 reps - s,536,105 reps - s,327,214 reps - s,58,8:18 - s
242,Hanshuo Sun,2016,202,17:03 - s,510,139 reps - s,545,105 reps - s,342,213 reps - s,417,10:58 - s
243,Robert Brett,2026,712,19:58 - s,309,155 reps - s,433,117 reps - s,411,208 reps - s,161,9:14 - s
244,Bobby Tameris,2039,681,19:52 - s,293,157 reps - s,673,96 reps - s,157,235 reps - s,235,9:41 - s
245,Paul Theriot,2051,158,16:39 - s,537,137 reps - s,980,69 reps - s,188,231 reps - s,188,9:27 - s
246,Luis Perez,2052,337,18:03 - s,683,127 reps - s,312,132 reps - s,578,199 reps - s,142,9:04 - s
246,Michael Barnett,2052,528,19:11 - s,310,155 reps - s,810,92 reps - s,166,234 reps - s,238,9:42 - s
248,Pablo Chapa,2064,323,17:59 - s,325,152 reps - s,181,155 reps - s,793,190 reps - s,442,11:12 - s
249,Kevin Rampley,2075,616,19:35 - s,166,172 reps - s,811,92 reps - s,233,223 reps - s,249,9:47 - s
250,Jake Wischnefski,2076,755,222 reps - s,733,123 reps - s,50,23:35 - s,516,202 reps - s,22,7:38 - s
251,Joe Hoatam,2078,571,19:24 - s,753,122 reps - s,302,132 reps - s,205,227 reps - s,247,9:46 - s
252,Colin Lasch,2081,202,17:03 - s,591,136 reps - s,730,94 reps - s,179,232 reps - s,379,10:44 - s
253,Ian Curry,2082,681,19:52 - s,480,141 reps - s,32,22:10 - s,365,211 reps - s,524,11:40 - s
254,Jeffry Charder,2089,587,19:30 - s,387,145 reps - s,411,119 reps - s,494,204 reps - s,210,9:34 - s
255,Daniel Austin,2090,218,17:11 - s,759,121 reps - s,260,141 reps - s,178,232 reps - s,675,12:40 - s
256,Martin Fulmer Jr,2091,512,19:07 - s,260,162 reps - s,634,101 reps - s,511,203 reps - s,174,9:20 - s
256,James Bailey,2091,260,17:34 - s,395,145 reps - s,425,118 reps - s,582,199 reps - s,429,11:05 - s
258,Emil Milev,2096,548,19:18 - s,269,161 reps - s,431,117 reps - s,504,203 reps - s,344,10:29 - s
259,Bill Medley,2100,278,17:42 - s,1055,106 reps - s,101,191 reps - s,356,211 reps - s,310,10:15 - s
260,Andrea Bascetta,2108,36,14:27 - s,63,196 reps - s,377,129 reps - s,1350,0,282,10:01 - s
261,Tommy Callaway,2109,395,18:26 - s,824,119 reps - s,75,202 reps - s,539,201 reps - s,276,9:59 - s
262,Alkesh Patel,2112,591,19:31 - s,430,142 reps - s,460,115 reps - s,216,225 reps - s,415,10:57 - s
263,Aidan Doughty,2114,739,223 reps - s,196,170 reps - s,349,130 reps - s,633,196 reps - s,197,9:31 - s
264,Tomas Mazukna,2121,432,18:41 - s,187,170 reps - s,412,119 reps - s,459,205 reps - s,631,12:26 - s
265,Ryan Derni,2139,281,17:43 - s,275,160 reps - s,943,70 reps - s,371,210 reps - s,269,9:55 - s
266,Kyle Ross,2145,337,18:03 - s,381,146 reps - s,837,84 reps - s,396,209 reps - s,194,9:30 - s
267,Jay Symms,2147,934,214 reps - s,251,162 reps - s,263,141 reps - s,206,227 reps - s,493,11:27 - s
268,Logan Parker,2151,673,19:49 - s,572,136 reps - s,321,131 reps - s,498,203 reps - s,87,8:34 - s
269,John Hawkins,2161,660,19:46 - s,386,145 reps - s,570,105 reps - s,242,221 reps - s,303,10:13 - s
269,Tim Crockett,2161,327,18:00 - s,512,139 reps - s,637,100 reps - s,359,211 reps - s,326,10:23 - s
271,Mathieu Roy,2164,586,19:29 - s,403,144 reps - s,601,104 reps - s,305,216 reps - s,269,9:55 - s
272,Brian Ramos,2167,509,19:06 - s,134,175 reps - s,546,105 reps - s,536,201 reps - s,442,11:12 - s
272,Stephen Sanders,2167,488,18:59 - s,253,162 reps - s,650,96 reps - s,352,212 reps - s,424,11:02 - s
274,Michael Mills,2178,58,15:14 - s,1,272 reps - s,1389,0,169,233 reps - s,561,11:57 - s
274,Erik Speigner-Rocha,2178,334,18:02 - s,483,141 reps - s,627,102 reps - s,431,207 reps - s,303,10:13 - s
276,Shawn Cahill,2184,528,19:11 - s,703,126 reps - s,471,107 reps - s,424,207 reps - s,58,8:18 - s
277,Billy Vaughn,2194,132,16:21 - s,236,165 reps - s,1287,45 reps - s,263,220 reps - s,276,9:59 - s
278,Vijesh Gowkaran,2198,315,17:56 - s,471,141 reps - s,278,141 reps - s,469,205 reps - s,665,12:35 - s
279,Jared Gay,2206,163,16:41 - s,836,118 reps - s,354,130 reps - s,421,208 reps - s,432,11:08 - s
280,Mike White,2209,404,18:30 - s,896,115 reps - s,486,107 reps - s,259,220 reps - s,164,9:16 - s
280,Rolf Meinert,2209,247,17:27 - s,226,166 reps - s,181,155 reps - s,1350,0,205,9:33 - s
282,Casey Turner,2225,441,18:44 - s,301,156 reps - s,199,154 reps - s,743,191 reps - s,541,11:48 - s
283,Gregory Allen,2234,323,17:59 - s,720,124 reps - s,481,107 reps - s,304,216 reps - s,406,10:54 - s
284,Rafael Tapanes,2238,830,218 reps - s,346,148 reps - s,331,131 reps - s,135,238 reps - s,596,12:13 - s
285,Lars Opp,2240,411,18:33 - s,217,167 reps - s,382,129 reps - s,776,190 reps - s,454,11:15 - s
285,Justinas Gasparavicius,2240,488,18:59 - s,358,146 reps - s,847,84 reps - s,289,218 reps - s,258,9:50 - s
287,Casey Bean,2255,927,214 reps - s,660,128 reps - s,112,179 reps - s,314,215 reps - s,242,9:44 - s
288,Edward Sealy III,2256,147,16:31 - s,92,187 reps - s,976,69 reps - s,485,204 reps - s,556,11:56 - s
289,Scott Anderson,2259,406,18:31 - s,362,146 reps - s,159,166 reps - s,74,247 reps - s,1258,0
290,Marc Kramer,2263,945,213 reps - s,405,144 reps - s,451,117 reps - s,190,230 reps - s,272,9:56 - s
291,Michael Fernandez,2265,167,16:43 - s,695,126 reps - s,26,21:15 - s,119,241 reps - s,1258,0
292,Wes Woods,2270,195,17:00 - s,600,135 reps - s,526,106 reps - s,385,210 reps - s,564,11:59 - s
293,Justus Cleverley,2280,719,19:59 - s,890,116 reps - s,167,164 reps - s,228,224 reps - s,276,9:59 - s
294,Reny Hernandez,2283,887,215 reps - s,82,190 reps - s,494,106 reps - s,211,226 reps - s,609,12:18 - s
295,Drew Moody,2284,414,18:34 - s,1216,87 reps - s,165,164 reps - s,226,224 reps - s,263,9:51 - s
296,Jeff Hudgins,2289,457,18:50 - s,313,154 reps - s,884,81 reps - s,382,210 reps - s,253,9:48 - s
297,Steve Slimak,2290,343,18:06 - s,187,170 reps - s,1389,0,174,233 reps - s,197,9:31 - s
298,Lyn Brown,2295,806,219 reps - s,632,131 reps - s,224,143 reps - s,568,200 reps - s,65,8:26 - s
298,Behnam Sepehri,2295,537,19:15 - s,395,145 reps - s,553,105 reps - s,496,204 reps - s,314,10:17 - s
300,Brandon Kroviak,2296,519,19:10 - s,505,139 reps - s,754,94 reps - s,286,218 reps - s,232,9:40 - s
301,Carl Kuby,2297,624,19:37 - s,753,122 reps - s,205,154 reps - s,525,202 reps - s,190,9:28 - s
301,Dustin Dugger,2297,771,221 reps - s,449,141 reps - s,483,107 reps - s,287,218 reps - s,307,10:14 - s
303,Tim Shadinger,2300,211,17:07 - s,948,112 reps - s,127,178 reps - s,720,193 reps - s,294,10:08 - s
303,Sean Foster,2300,439,18:43 - s,860,117 reps - s,352,130 reps - s,221,225 reps - s,428,11:03 - s
305,Jay Patel,2306,640,19:41 - s,200,170 reps - s,258,141 reps - s,581,199 reps - s,627,12:23 - s
306,Carlos Moreno,2307,376,18:17 - s,1543,0,91,191 reps - s,145,238 reps - s,152,9:10 - s
307,Jarrod Akins,2315,779,220 reps - s,716,124 reps - s,130,174 reps - s,364,211 reps - s,326,10:23 - s
308,Miguel Barrais,2317,591,19:31 - s,339,150 reps - s,920,71 reps - s,209,226 reps - s,258,9:50 - s
309,Evan Chalmers,2321,160,16:40 - s,558,136 reps - s,34,22:11 - s,311,216 reps - s,1258,0
310,John Thomas,2327,252,17:30 - s,1543,0,342,130 reps - s,31,263 reps - s,159,9:13 - s
311,Jake Stephens,2328,798,219 reps - s,104,180 reps - s,252,142 reps - s,750,191 reps - s,424,11:02 - s
311,Greg Torroella,2328,299,17:48 - s,266,162 reps - s,764,93 reps - s,496,204 reps - s,503,11:31 - s
313,Rene Contreras,2346,274,17:41 - s,233,165 reps - s,897,80 reps - s,531,201 reps - s,411,10:56 - s
314,Nathan Rushin,2361,432,18:41 - s,501,139 reps - s,36,22:18 - s,589,198 reps - s,803,13:50 - s
315,Ryan Knight,2362,303,17:51 - s,238,164 reps - s,1389,0,308,216 reps - s,124,8:54 - s
316,Joseph Hall,2368,23,13:59 - s,1271,83 reps - s,204,154 reps - s,239,221 reps - s,631,12:26 - s
317,Juan carlos Zarza,2373,591,19:31 - s,485,141 reps - s,799,92 reps - s,167,234 reps - s,331,10:24 - s
318,Sam Neidigh,2375,441,18:44 - s,689,127 reps - s,697,95 reps - s,88,245 reps - s,460,11:16 - s
319,Joshua Henderson,2377,577,19:26 - s,572,136 reps - s,19,19:43 - s,685,195 reps - s,524,11:40 - s
320,Dustin Minch,2378,1134,201 reps - s,572,136 reps - s,52,23:46 - s,410,208 reps - s,210,9:34 - s
321,Guy Keirn,2379,785,220 reps - s,591,136 reps - s,499,106 reps - s,316,215 reps - s,188,9:27 - s
321,Rolando Vasallo,2379,577,19:26 - s,210,169 reps - s,651,96 reps - s,269,220 reps - s,672,12:39 - s
321,Jeff Wernick,2379,482,18:57 - s,443,141 reps - s,372,130 reps - s,605,198 reps - s,477,11:21 - s
324,Rafael Rueda,2383,1839,0,132,176 reps - s,116,179 reps - s,163,234 reps - s,133,8:58 - s
325,Marcos Ubinas,2390,781,220 reps - s,232,165 reps - s,694,95 reps - s,201,228 reps - s,482,11:23 - s
326,Phil Mato,2391,180,16:50 - s,675,128 reps - s,789,93 reps - s,298,217 reps - s,449,11:13 - s
327,Jason Bramblett,2400,622,19:36 - s,157,173 reps - s,292,134 reps - s,513,203 reps - s,816,13:59 - s
328,Michael Burn,2406,263,17:36 - s,277,159 reps - s,470,107 reps - s,1350,0,46,8:02 - s
329,Daniel Klotz,2410,327,18:00 - s,618,133 reps - s,284,140 reps - s,171,233 reps - s,1010,16:28 - s
330,Hugh Henry,2411,19,13:55 - s,334,151 reps - s,1206,55 reps - s,296,217 reps - s,556,11:56 - s
330,Brent Dushane,2411,707,19:57 - s,141,175 reps - s,508,106 reps - s,595,198 reps - s,460,11:16 - s
332,Victor Malheiros,2415,587,19:30 - s,606,134 reps - s,593,104 reps - s,487,204 reps - s,142,9:04 - s
333,Ian Lee,2419,741,223 reps - s,634,131 reps - s,209,154 reps - s,638,196 reps - s,197,9:31 - s
334,Sean Chirone,2424,58,15:14 - s,371,146 reps - s,286,139 reps - s,1350,0,359,10:37 - s
335,Mike Riska,2427,424,18:38 - s,264,162 reps - s,168,159 reps - s,1350,0,221,9:36 - s
336,Paul LIles,2436,888,215 reps - s,548,136 reps - s,288,138 reps - s,547,200 reps - s,165,9:17 - s
337,Keith Borg,2446,227,17:15 - s,610,133 reps - s,724,94 reps - s,417,208 reps - s,468,11:19 - s
338,Jose Sancheztorres,2449,180,16:50 - s,687,127 reps - s,268,141 reps - s,56,251 reps - s,1258,0
339,Travis Pate,2451,341,18:04 - s,287,158 reps - s,1346,43 reps - s,298,217 reps - s,179,9:23 - s
339,Allyce Perret-Gentil,2451,406,18:31 - s,928,114 reps - s,399,129 reps - s,528,202 reps - s,190,9:28 - s
341,Joe Reynolds,2460,286,17:45 - s,700,126 reps - s,948,70 reps - s,409,208 reps - s,117,8:51 - s
342,Ryan Singley,2467,307,17:52 - s,804,119 reps - s,424,118 reps - s,591,198 reps - s,341,10:28 - s
343,David Forrest,2478,789,220 reps - s,554,136 reps - s,464,108 reps - s,422,208 reps - s,249,9:47 - s
344,William Milana,2481,805,219 reps - s,77,190 reps - s,72,203 reps - s,269,220 reps - s,1258,0
345,Brian Palmer,2482,922,214 reps - s,394,145 reps - s,142,167 reps - s,656,195 reps - s,368,10:40 - s
346,Andrue Nolen,2483,681,19:52 - s,154,173 reps - s,275,141 reps - s,789,190 reps - s,584,12:08 - s
347,Abdullah Alzaydany,2507,657,19:45 - s,464,141 reps - s,140,167 reps - s,915,183 reps - s,331,10:24 - s
348,Steven Hensley,2509,568,19:23 - s,425,142 reps - s,744,94 reps - s,180,232 reps - s,592,12:11 - s
349,Tyler O'Grady,2513,310,17:54 - s,373,146 reps - s,1377,6 reps - s,109,242 reps - s,344,10:29 - s
350,Maikel Perera,2519,496,19:02 - s,363,146 reps - s,179,155 reps - s,223,225 reps - s,1258,0
351,Mike Shaheen,2520,393,18:25 - s,877,116 reps - s,438,117 reps - s,577,199 reps - s,235,9:41 - s
352,Larry Herter,2521,506,19:05 - s,254,162 reps - s,1104,60 reps - s,399,209 reps - s,258,9:50 - s
353,Michael Giuli,2527,173,16:46 - s,214,168 reps - s,513,106 reps - s,369,210 reps - s,1258,0
354,Anthony Borge,2530,1071,208 reps - s,270,161 reps - s,38,22:24 - s,532,201 reps - s,619,12:21 - s
354,Andre Pierre,2530,699,19:55 - s,560,136 reps - s,789,93 reps - s,242,221 reps - s,240,9:43 - s
356,Brian Vallinas,2537,302,17:50 - s,783,120 reps - s,708,95 reps - s,257,220 reps - s,487,11:24 - s
357,Carlos Cabrera,2538,441,18:44 - s,942,112 reps - s,184,155 reps - s,480,205 reps - s,491,11:26 - s
358,Tobby Lunsford,2540,1114,202 reps - s,787,120 reps - s,475,107 reps - s,68,249 reps - s,96,8:37 - s
359,Wayne Frohlich,2547,509,19:06 - s,757,121 reps - s,469,107 reps - s,471,205 reps - s,341,10:28 - s
360,Sean Yaptengco,2549,1132,201 reps - s,399,144 reps - s,347,130 reps - s,606,198 reps - s,65,8:26 - s
360,Adam Lang,2549,767,222 reps - s,668,128 reps - s,115,179 reps - s,612,197 reps - s,387,10:47 - s
362,Andrew Goldwyn,2560,712,19:58 - s,292,157 reps - s,220,143 reps - s,269,220 reps - s,1067,17:20 - s
363,Robert Brown,2561,372,18:15 - s,791,120 reps - s,407,120 reps - s,246,220 reps - s,745,13:18 - s
364,Chris Mower,2563,81,15:43 - s,393,145 reps - s,1224,54 reps - s,514,203 reps - s,351,10:33 - s
365,Michael Garner,2574,357,18:10 - s,612,133 reps - s,495,106 reps - s,538,201 reps - s,572,12:02 - s
366,James Lefevre,2581,125,16:15 - s,351,146 reps - s,428,118 reps - s,419,208 reps - s,1258,0
366,Christopher O'Reilly,2581,663,19:47 - s,445,141 reps - s,645,98 reps - s,386,210 reps - s,442,11:12 - s
368,Josue Raudales,2583,331,18:01 - s,174,171 reps - s,716,95 reps - s,104,243 reps - s,1258,0
369,Todd Lugar,2585,951,213 reps - s,583,136 reps - s,300,132 reps - s,592,198 reps - s,159,9:13 - s
369,Dante Spagnolo,2585,205,17:04 - s,191,170 reps - s,543,105 reps - s,388,210 reps - s,1258,0
371,Vikram Singh,2590,712,19:58 - s,766,121 reps - s,511,106 reps - s,147,237 reps - s,454,11:15 - s
371,Ryan Pedersen,2590,989,212 reps - s,624,132 reps - s,299,132 reps - s,425,207 reps - s,253,9:48 - s
373,Marco Moncayo,2596,905,215 reps - s,676,128 reps - s,335,131 reps - s,269,220 reps - s,411,10:56 - s
374,Ryan Revoet,2598,707,19:57 - s,661,128 reps - s,48,23:24 - s,728,192 reps - s,454,11:15 - s
375,Marty Honney,2600,432,18:41 - s,500,139 reps - s,691,95 reps - s,112,241 reps - s,865,14:34 - s
376,Alvaro Mira,2624,331,18:01 - s,428,142 reps - s,664,96 reps - s,363,211 reps - s,838,14:17 - s
377,Mike Allan,2625,532,19:12 - s,530,138 reps - s,487,107 reps - s,788,190 reps - s,288,10:05 - s
378,Robert Moore,2639,519,19:10 - s,534,137 reps - s,535,105 reps - s,322,215 reps - s,729,13:08 - s
379,Bruce Lynch,2645,404,18:30 - s,727,124 reps - s,624,103 reps - s,522,202 reps - s,368,10:40 - s
380,Justin Joiner,2650,286,17:45 - s,298,156 reps - s,830,88 reps - s,609,197 reps - s,627,12:23 - s
381,Jacob Visconti,2652,154,16:36 - s,283,158 reps - s,1389,0,231,223 reps - s,595,12:12 - s
382,Kyle Buse,2657,676,19:51 - s,728,124 reps - s,243,142 reps - s,435,207 reps - s,575,12:04 - s
383,Nathan Schramm,2659,1069,208 reps - s,436,142 reps - s,421,118 reps - s,360,211 reps - s,373,10:42 - s
384,Barry Mullin,2660,449,18:46 - s,490,140 reps - s,346,130 reps - s,117,241 reps - s,1258,0
384,Neil Buckman,2660,786,220 reps - s,366,146 reps - s,327,131 reps - s,397,209 reps - s,784,13:42 - s
386,Jordan Bradway,2665,365,18:13 - s,475,141 reps - s,397,129 reps - s,767,190 reps - s,661,12:34 - s
387,Anthony Mason,2676,878,216 reps - s,886,116 reps - s,109,179 reps - s,462,205 reps - s,341,10:28 - s
387,Michael Pray,2676,836,218 reps - s,567,136 reps - s,200,154 reps - s,690,194 reps - s,383,10:45 - s
389,Michael Utter,2682,587,19:30 - s,636,131 reps - s,246,142 reps - s,400,209 reps - s,813,13:56 - s
390,Daniel Fry,2690,591,19:31 - s,238,164 reps - s,1389,0,269,220 reps - s,203,9:32 - s
391,Happy Collazo,2696,952,213 reps - s,770,121 reps - s,49,23:33 - s,489,204 reps - s,436,11:10 - s
392,Brandon Denney,2698,372,18:15 - s,246,163 reps - s,375,129 reps - s,447,206 reps - s,1258,0
393,Julien Drieu,2701,453,18:48 - s,760,121 reps - s,620,103 reps - s,339,213 reps - s,529,11:42 - s
394,Jason Carpenter,2703,535,19:13 - s,654,128 reps - s,391,129 reps - s,230,223 reps - s,893,14:52 - s
395,Ron Moorhead,2705,259,17:33 - s,300,156 reps - s,480,107 reps - s,1350,0,316,10:19 - s
396,Jason Praet,2714,934,214 reps - s,513,139 reps - s,174,156 reps - s,683,195 reps - s,410,10:55 - s
397,Tony Scacchi,2716,132,16:21 - s,1298,82 reps - s,223,143 reps - s,432,207 reps - s,631,12:26 - s
398,Jeff Sidenbender,2730,414,18:34 - s,336,151 reps - s,938,70 reps - s,641,196 reps - s,401,10:53 - s
399,Jon Dangar,2731,401,18:29 - s,499,139 reps - s,1192,56 reps - s,143,238 reps - s,496,11:29 - s
399,Curtis Klebba,2731,208,17:05 - s,763,121 reps - s,1214,55 reps - s,288,218 reps - s,258,9:50 - s
401,Clint Odom,2733,272,17:40 - s,892,116 reps - s,526,106 reps - s,502,203 reps - s,541,11:48 - s
402,Dennis Palmer,2738,789,220 reps - s,522,138 reps - s,967,69 reps - s,250,220 reps - s,210,9:34 - s
403,James Beach,2740,1184,197 reps - s,412,143 reps - s,262,141 reps - s,414,208 reps - s,468,11:19 - s
404,Ryan Buonagurio,2741,244,17:25 - s,780,120 reps - s,861,82 reps - s,153,236 reps - s,703,12:55 - s
405,Bruno Alcantara,2743,789,220 reps - s,797,120 reps - s,239,142 reps - s,713,193 reps - s,205,9:33 - s
406,Philip Cala,2746,382,18:20 - s,135,175 reps - s,503,106 reps - s,468,205 reps - s,1258,0
406,Steve Zahorian,2746,528,19:11 - s,967,112 reps - s,169,159 reps - s,667,195 reps - s,415,10:57 - s
408,Rodrigo Martinez,2747,874,216 reps - s,307,155 reps - s,325,131 reps - s,557,200 reps - s,684,12:44 - s
409,David Williamson,2750,880,216 reps - s,694,126 reps - s,435,117 reps - s,277,219 reps - s,464,11:17 - s
410,davis watkins,2764,491,19:00 - s,505,139 reps - s,413,119 reps - s,773,190 reps - s,582,12:07 - s
411,Jeff Braswell,2768,102,16:02 - s,141,175 reps - s,1074,67 reps - s,1286,130 reps - s,165,9:17 - s
412,Dewayne Thomas,2773,263,17:36 - s,372,146 reps - s,734,94 reps - s,372,210 reps - s,1032,16:45 - s
413,Fabian Perez,2794,556,19:20 - s,1543,0,211,154 reps - s,108,242 reps - s,376,10:43 - s
414,Tommy Greene,2804,388,18:22 - s,583,136 reps - s,387,129 reps - s,771,190 reps - s,675,12:40 - s
415,Gavin Johnson,2806,61,15:19 - s,37,205 reps - s,1389,0,61,251 reps - s,1258,0
415,William Edmett,2806,563,19:22 - s,531,138 reps - s,995,69 reps - s,235,222 reps - s,482,11:23 - s
417,Raul Rego,2809,185,16:53 - s,296,156 reps - s,1389,0,355,211 reps - s,584,12:08 - s
418,Tyler Zinser,2813,515,19:08 - s,642,130 reps - s,751,94 reps - s,454,206 reps - s,451,11:14 - s
419,Joseph Daoud,2815,142,16:29 - s,377,146 reps - s,554,105 reps - s,1350,0,392,10:50 - s
420,Juan Diaz,2816,177,16:48 - s,1543,0,638,99 reps - s,350,212 reps - s,108,8:46 - s
421,Claudio Gilberg,2817,376,18:17 - s,221,166 reps - s,1389,0,161,235 reps - s,670,12:38 - s
422,Joshua Dietsch,2823,88,15:47 - s,18,217 reps - s,1389,0,70,249 reps - s,1258,0
422,Joel Simmons,2823,826,218 reps - s,520,138 reps - s,760,94 reps - s,426,207 reps - s,291,10:06 - s
424,Chad Goforth,2826,864,217 reps - s,259,162 reps - s,170,158 reps - s,1350,0,183,9:24 - s
425,Michael Holt,2830,631,19:38 - s,813,119 reps - s,549,105 reps - s,546,200 reps - s,291,10:06 - s
426,Will Mclaughlin,2831,220,17:12 - s,520,138 reps - s,1389,0,541,200 reps - s,161,9:14 - s
427,Anders Bergstrom,2837,516,19:09 - s,327,152 reps - s,1000,68 reps - s,506,203 reps - s,488,11:25 - s
428,Corey Thompson,2838,1188,197 reps - s,925,114 reps - s,30,21:59 - s,560,200 reps - s,135,8:59 - s
429,David Arnold,2840,540,19:16 - s,377,146 reps - s,82,191 reps - s,583,199 reps - s,1258,0
430,Joey Alaimo Jr,2841,829,218 reps - s,560,136 reps - s,591,104 reps - s,196,229 reps - s,665,12:35 - s
431,David Martinez,2850,303,17:51 - s,329,152 reps - s,905,77 reps - s,635,196 reps - s,678,12:41 - s
432,David Burrell,2858,457,18:50 - s,917,114 reps - s,863,82 reps - s,377,210 reps - s,244,9:45 - s
433,Manny Rodriguez,2862,748,223 reps - s,1311,81 reps - s,298,132 reps - s,238,221 reps - s,267,9:54 - s
434,Robert Carter,2870,270,17:39 - s,898,115 reps - s,1170,57 reps - s,248,220 reps - s,284,10:02 - s
435,Eric Anderson,2875,77,15:39 - s,718,124 reps - s,836,84 reps - s,741,192 reps - s,503,11:31 - s
435,Ramon Prieto,2875,744,223 reps - s,81,190 reps - s,983,69 reps - s,362,211 reps - s,705,12:56 - s
437,Ryan Robertson,2882,770,221 reps - s,493,140 reps - s,722,94 reps - s,370,210 reps - s,527,11:41 - s
438,Jorge Nieves,2885,286,17:45 - s,435,142 reps - s,396,129 reps - s,1350,0,418,10:59 - s
439,Samuel Choc,2887,548,19:18 - s,631,131 reps - s,635,100 reps - s,640,196 reps - s,433,11:09 - s
440,Stan Boroff,2891,1371,182 reps - s,461,141 reps - s,539,105 reps - s,348,212 reps - s,172,9:19 - s
441,Reggie Johns,2897,390,18:24 - s,331,152 reps - s,524,106 reps - s,709,193 reps - s,943,15:23 - s
442,Amanda Gilbert,2898,87,15:46 - s,1543,0,248,142 reps - s,704,193 reps - s,316,10:19 - s
443,Jordan Corbitt,2901,395,18:26 - s,1054,106 reps - s,352,130 reps - s,493,204 reps - s,607,12:16 - s
444,Eric Van Namee,2902,848,217 reps - s,576,136 reps - s,129,174 reps - s,623,197 reps - s,726,13:07 - s
445,Bill Cole,2904,221,17:13 - s,854,117 reps - s,419,118 reps - s,598,198 reps - s,812,13:55 - s
446,Joshua Peden,2905,637,19:40 - s,401,144 reps - s,144,167 reps - s,839,187 reps - s,884,14:48 - s
447,Will Duncan,2909,657,19:45 - s,381,146 reps - s,982,69 reps - s,543,200 reps - s,346,10:31 - s
448,Paul Houston,2910,1099,204 reps - s,466,141 reps - s,54,23:51 - s,760,191 reps - s,531,11:43 - s
449,Chad Blanchfield,2912,702,19:56 - s,343,148 reps - s,61,215 reps - s,548,200 reps - s,1258,0
450,Jesse Grimaldi,2918,616,19:35 - s,841,118 reps - s,149,167 reps - s,681,195 reps - s,631,12:26 - s
451,Donnie Knight,2926,163,16:41 - s,390,145 reps - s,1389,0,303,216 reps - s,681,12:43 - s
452,Tony Murphy,2927,416,18:36 - s,608,134 reps - s,940,70 reps - s,552,200 reps - s,411,10:56 - s
453,Darren McGurn,2937,138,16:27 - s,1543,0,476,107 reps - s,344,212 reps - s,436,11:10 - s
454,James Scyphers,2952,864,217 reps - s,441,141 reps - s,384,129 reps - s,839,187 reps - s,424,11:02 - s
455,Matt McDonald,2954,901,215 reps - s,583,136 reps - s,859,82 reps - s,309,216 reps - s,302,10:12 - s
456,Jeff Piipponen,2956,138,16:27 - s,1543,0,455,117 reps - s,500,203 reps - s,320,10:20 - s
457,Greg Garrison,2960,707,19:57 - s,872,117 reps - s,372,130 reps - s,518,202 reps - s,491,11:26 - s
458,Imran Lakhani,2961,605,19:33 - s,513,139 reps - s,388,129 reps - s,649,196 reps - s,806,13:51 - s
459,Jeffrey Stone,2962,447,18:45 - s,494,140 reps - s,822,92 reps - s,648,196 reps - s,551,11:53 - s
460,Adrian Joyner,2965,899,215 reps - s,959,112 reps - s,368,130 reps - s,366,211 reps - s,373,10:42 - s
461,Sean Thornton,2966,1161,199 reps - s,473,141 reps - s,102,191 reps - s,618,197 reps - s,612,12:19 - s
462,Scott Taylor,2967,1084,206 reps - s,376,146 reps - s,329,131 reps - s,603,198 reps - s,575,12:04 - s
463,Don Donnelly,2975,416,18:36 - s,872,117 reps - s,725,94 reps - s,508,203 reps - s,454,11:15 - s
464,Minja Veljovic,2980,431,18:40 - s,491,140 reps - s,1389,0,427,207 reps - s,242,9:44 - s
465,Juan Suarez,2984,286,17:45 - s,689,127 reps - s,1389,0,294,217 reps - s,326,10:23 - s
466,Wade Burton,2985,1083,206 reps - s,452,141 reps - s,728,94 reps - s,512,203 reps - s,210,9:34 - s
467,Nick Tatum,2993,734,224 reps - s,756,121 reps - s,547,105 reps - s,460,205 reps - s,496,11:29 - s
468,Brian Ford,2995,84,15:44 - s,200,170 reps - s,103,191 reps - s,1350,0,1258,0
469,Levi Roach,3003,519,19:10 - s,466,141 reps - s,1187,56 reps - s,298,217 reps - s,533,11:46 - s
470,Christopher Steeley,3008,528,19:11 - s,710,125 reps - s,740,94 reps - s,657,195 reps - s,373,10:42 - s
471,Dale Hatfield,3010,556,19:20 - s,554,136 reps - s,994,69 reps - s,161,235 reps - s,745,13:18 - s
471,Andrew Sirota,3010,312,17:55 - s,772,121 reps - s,1326,43 reps - s,328,214 reps - s,272,9:56 - s
473,Dinesh Patel,3011,561,19:21 - s,255,162 reps - s,218,143 reps - s,719,193 reps - s,1258,0
