Rank,Name,Points,17.1 rank,17.1 score,17.2 rank,17.2 score,17.3 rank,17.3 score,17.4 rank,17.4 score,17.5 rank,17.5 score,
242,Daniel Marshall,1215,333,206 reps - s,313,86 reps - s,177,94 reps - s,217,191 reps - s,175,12:08 - s
243,Todd Howe,1216,153,18:36 - s,359,78 reps - s,326,51 reps - s,169,198 reps - s,209,13:09 - s
244,Mike Gerlinsky,1221,344,197 reps - s,222,113 reps - s,155,96 reps - s,299,170 reps - s,201,12:55 - s
245,Sergio Moreno,1228,384,182 reps - s,269,102 reps - s,141,104 reps - s,264,180 reps - s,170,11:55 - s
246,Nicolas Andersen,1229,343,199 reps - s,231,112 reps - s,162,95 reps - s,319,159 reps - s,174,12:07 - s
247,Daniel Kerr,1234,287,215 reps - s,220,114 reps - s,297,59 reps - s,170,198 reps - s,260,14:52 - s
248,Chris Walker,1241,228,19:53 - s,264,102 reps - s,258,69 reps - s,249,185 reps - s,242,14:14 - s
249,Rolf Gosney,1246,160,18:43 - s,253,107 reps - s,261,69 reps - s,281,175 reps - s,291,16:06 - s
250,Nate O'Brien,1249,219,19:43 - s,188,119 reps - s,291,60 reps - s,323,155 reps - s,228,13:45 - s
250,Patrick Ames,1249,222,19:47 - s,347,79 reps - s,235,71 reps - s,227,189 reps - s,218,13:20 - s
252,Ryan Bercier,1250,269,219 reps - s,368,78 reps - s,43,178 reps - s,259,181 reps - s,311,17:39 - s
253,Michal Janus,1251,303,213 reps - s,201,117 reps - s,312,57 reps - s,230,189 reps - s,205,13:00 - s
254,Travis Henschel,1265,67,16:48 - s,65,159 reps - s,391,0,383,0,359,0
255,Tom Wahl,1267,282,215 reps - s,244,111 reps - s,317,56 reps - s,187,196 reps - s,237,14:02 - s
256,Matt Baillie,1269,135,18:20 - s,414,0,123,106 reps - s,383,0,214,13:15 - s
257,Hector Cantas,1273,222,19:47 - s,180,120 reps - s,305,58 reps - s,381,55 reps - s,185,12:24 - s
258,Jackson Lewchuk,1275,142,18:27 - s,383,78 reps - s,228,80 reps - s,383,0,139,11:10 - s
259,Adam Richard,1281,278,217 reps - s,142,132 reps - s,391,0,220,191 reps - s,250,14:31 - s
259,Mike Hogman,1281,304,213 reps - s,163,125 reps - s,190,93 reps - s,265,179 reps - s,359,0
259,Jeff May-Melin,1281,189,19:19 - s,366,78 reps - s,290,61 reps - s,256,181 reps - s,180,12:17 - s
262,Greg Plummer,1289,186,19:13 - s,317,86 reps - s,318,56 reps - s,206,193 reps - s,262,15:10 - s
263,Cory Coviello,1291,210,19:35 - s,251,109 reps - s,269,68 reps - s,271,178 reps - s,290,16:04 - s
264,Brent Ayley,1297,40,15:53 - s,124,136 reps - s,391,0,383,0,359,0
265,Justin Panganiban,1298,412,163 reps - s,100,141 reps - s,269,68 reps - s,310,165 reps - s,207,13:03 - s
266,Lorne Fitzsimmons,1301,368,190 reps - s,162,125 reps - s,314,57 reps - s,210,193 reps - s,247,14:23 - s
267,Sean Moore,1303,308,212 reps - s,227,112 reps - s,294,60 reps - s,263,180 reps - s,211,13:10 - s
268,Mike Dekur,1307,315,211 reps - s,170,122 reps - s,320,55 reps - s,288,173 reps - s,214,13:15 - s
269,Jason Doerksen,1311,260,220 reps - s,414,0,168,94 reps - s,110,208 reps - s,359,0
270,Brent Camilleri,1312,130,18:15 - s,414,0,391,0,180,197 reps - s,197,12:47 - s
270,Vincent Proulx,1312,350,195 reps - s,148,128 reps - s,278,67 reps - s,300,170 reps - s,236,13:59 - s
272,Jason Hartfield,1314,340,201 reps - s,381,78 reps - s,163,95 reps - s,218,191 reps - s,212,13:11 - s
273,Mitchel Ochitwa,1317,342,199 reps - s,193,119 reps - s,168,94 reps - s,320,159 reps - s,294,16:10 - s
274,Scott MacDonald,1318,339,202 reps - s,376,78 reps - s,232,76 reps - s,153,200 reps - s,218,13:20 - s
275,Mark Hoskin,1320,267,219 reps - s,117,137 reps - s,391,0,383,0,162,11:50 - s
275,Kris Debil,1320,334,205 reps - s,246,111 reps - s,378,36 reps - s,236,186 reps - s,126,10:54 - s
275,Francis Gaudet,1320,409,165 reps - s,282,93 reps - s,260,69 reps - s,208,193 reps - s,161,11:49 - s
278,Chase Kehrig,1324,325,210 reps - s,284,93 reps - s,192,93 reps - s,257,181 reps - s,266,15:17 - s
279,Vincent Parkinson,1325,397,174 reps - s,97,141 reps - s,89,130 reps - s,383,0,359,0
280,Anthony Herman,1332,473,0,93,141 reps - s,358,43 reps - s,246,185 reps - s,162,11:50 - s
281,Dylan Reed,1340,428,157 reps - s,156,127 reps - s,225,80 reps - s,286,174 reps - s,245,14:19 - s
282,Matt Lister,1345,55,16:22 - s,157,126 reps - s,391,0,383,0,359,0
283,Brad Bernshine,1347,134,18:19 - s,203,117 reps - s,268,68 reps - s,383,0,359,0
284,Rowan Robertson,1360,302,213 reps - s,414,0,181,94 reps - s,276,176 reps - s,187,12:26 - s
285,Gil Grande,1361,346,196 reps - s,362,78 reps - s,126,105 reps - s,340,148 reps - s,187,12:26 - s
286,Joseph Cooke,1371,68,16:49 - s,414,0,147,100 reps - s,383,0,359,0
287,Bill Summer,1374,309,212 reps - s,174,122 reps - s,335,48 reps - s,268,179 reps - s,288,15:55 - s
288,Brian Wiebe,1377,320,211 reps - s,315,86 reps - s,144,103 reps - s,283,175 reps - s,315,18:00 - s
289,Jarrett Smeltzer,1384,399,172 reps - s,210,116 reps - s,248,70 reps - s,269,178 reps - s,258,14:41 - s
290,Vaughn Fauth,1385,228,19:53 - s,189,119 reps - s,366,43 reps - s,261,180 reps - s,341,20:39 - s
290,Grant Earnshaw,1385,241,19:59 - s,397,72 reps - s,267,68 reps - s,213,192 reps - s,267,15:18 - s
292,Erkan Akyuz,1387,159,18:40 - s,167,123 reps - s,391,0,346,145 reps - s,324,18:38 - s
293,Tyler Mitchell,1388,293,214 reps - s,308,87 reps - s,240,71 reps - s,304,167 reps - s,243,14:17 - s
294,Martin Mullany,1390,438,153 reps - s,262,103 reps - s,193,93 reps - s,232,188 reps - s,265,15:16 - s
294,Mark Mariotto,1390,361,193 reps - s,278,95 reps - s,310,57 reps - s,207,193 reps - s,234,13:57 - s
296,Alton Hagen,1401,445,150 reps - s,319,85 reps - s,6,19:51 - s,289,173 reps - s,342,20:49 - s
297,Mike Bryce,1413,300,213 reps - s,236,112 reps - s,135,104 reps - s,383,0,359,0
298,Brad Katronis,1415,190,19:20 - s,183,120 reps - s,391,0,383,0,268,15:20 - s
299,Stephen Shields,1416,252,222 reps - s,331,82 reps - s,354,44 reps - s,255,182 reps - s,224,13:30 - s
300,Jason Tremblay,1423,255,222 reps - s,350,79 reps - s,300,58 reps - s,239,186 reps - s,279,15:42 - s
301,Peter Daffin,1424,277,217 reps - s,414,0,145,102 reps - s,324,155 reps - s,264,15:15 - s
302,Mario Kummer,1427,336,203 reps - s,202,117 reps - s,364,43 reps - s,262,180 reps - s,263,15:11 - s
302,Kirk Brebner,1427,225,19:52 - s,299,89 reps - s,293,60 reps - s,306,167 reps - s,304,16:55 - s
304,Tyson Cave,1429,473,0,208,116 reps - s,197,92 reps - s,192,195 reps - s,359,0
305,Rick Salsa,1431,109,17:40 - s,189,119 reps - s,391,0,383,0,359,0
306,Benjamin Alessandrini,1432,357,194 reps - s,249,110 reps - s,251,70 reps - s,216,192 reps - s,359,0
307,Keith Ackerman,1442,211,19:36 - s,196,118 reps - s,391,0,285,174 reps - s,359,0
308,Tony Holbrook,1449,91,17:15 - s,414,0,391,0,194,195 reps - s,359,0
309,Robert Clark,1452,214,19:39 - s,105,140 reps - s,391,0,383,0,359,0
310,Trevor Carter,1460,330,208 reps - s,207,116 reps - s,353,45 reps - s,278,176 reps - s,292,16:08 - s
311,David Bryce,1465,225,19:52 - s,370,78 reps - s,363,43 reps - s,316,161 reps - s,191,12:33 - s
312,Kelly Bergman,1475,440,153 reps - s,287,92 reps - s,307,57 reps - s,260,181 reps - s,181,12:18 - s
313,Richard Herzog,1477,273,218 reps - s,273,100 reps - s,230,80 reps - s,383,0,318,18:12 - s
314,Richard Wright,1483,281,216 reps - s,314,86 reps - s,146,101 reps - s,383,0,359,0
315,Lee Laverdiere,1490,232,19:55 - s,125,136 reps - s,391,0,383,0,359,0
315,Curtis Orrock,1490,394,175 reps - s,266,102 reps - s,184,94 reps - s,287,174 reps - s,359,0
317,Brad Lapsansky,1494,436,154 reps - s,414,0,137,104 reps - s,200,195 reps - s,307,17:13 - s
318,Kevin Gelin,1495,387,182 reps - s,402,69 reps - s,253,70 reps - s,226,190 reps - s,227,13:44 - s
319,Geoff Gay,1497,310,212 reps - s,348,79 reps - s,222,81 reps - s,258,181 reps - s,359,0
320,Ryan Fletcher,1499,419,160 reps - s,390,78 reps - s,141,104 reps - s,272,178 reps - s,277,15:40 - s
321,Kevin Stennes,1503,364,190 reps - s,388,78 reps - s,172,94 reps - s,330,152 reps - s,249,14:30 - s
322,Casey Macdonald,1504,425,159 reps - s,286,92 reps - s,264,68 reps - s,244,185 reps - s,285,15:50 - s
323,Ashif Merani,1512,446,150 reps - s,242,112 reps - s,233,72 reps - s,335,150 reps - s,256,14:40 - s
324,Philip Waggett,1520,439,153 reps - s,380,78 reps - s,257,69 reps - s,122,205 reps - s,322,18:29 - s
325,James Miskulin,1526,335,205 reps - s,267,102 reps - s,331,48 reps - s,291,172 reps - s,302,16:48 - s
326,Kent Frondall,1527,367,190 reps - s,243,111 reps - s,245,70 reps - s,383,0,289,16:02 - s
327,Sean Carnegie,1528,414,160 reps - s,343,79 reps - s,391,0,154,200 reps - s,226,13:41 - s
328,Aman Singh,1532,372,186 reps - s,329,82 reps - s,256,69 reps - s,301,169 reps - s,274,15:33 - s
329,Diogenes Ostuni,1533,321,210 reps - s,233,112 reps - s,303,58 reps - s,383,0,293,16:09 - s
330,Ferdinand Marzo,1537,373,186 reps - s,247,111 reps - s,280,67 reps - s,343,146 reps - s,294,16:10 - s
331,Nate Rotman,1538,319,211 reps - s,316,86 reps - s,161,95 reps - s,383,0,359,0
331,Glenn Rayson,1538,251,222 reps - s,211,116 reps - s,334,48 reps - s,383,0,359,0
333,Jeffrey Castillo,1542,375,185 reps - s,254,107 reps - s,275,67 reps - s,366,117 reps - s,272,15:31 - s
334,Greg La Rose,1549,447,150 reps - s,382,78 reps - s,73,132 reps - s,350,143 reps - s,297,16:26 - s
334,John Enns-WInd,1549,355,194 reps - s,350,79 reps - s,355,44 reps - s,237,186 reps - s,252,14:37 - s
336,Ravi Tanna,1555,467,113 reps - s,290,92 reps - s,117,108 reps - s,376,89 reps - s,305,17:00 - s
337,James Moffatt,1559,353,195 reps - s,330,82 reps - s,328,49 reps - s,235,187 reps - s,313,17:48 - s
338,Michael Taylor,1560,395,175 reps - s,295,91 reps - s,339,47 reps - s,280,176 reps - s,251,14:35 - s
339,Rhys Mayorchak,1561,417,160 reps - s,276,97 reps - s,231,80 reps - s,367,115 reps - s,270,15:30 - s
340,Brandon Deeves,1568,473,0,414,0,255,69 reps - s,67,220 reps - s,359,0
341,Robert Adams,1571,410,164 reps - s,285,93 reps - s,282,67 reps - s,295,172 reps - s,299,16:37 - s
342,Deepak More,1576,401,170 reps - s,369,78 reps - s,227,80 reps - s,297,172 reps - s,282,15:46 - s
342,Andy Brunsdon,1576,403,169 reps - s,260,104 reps - s,311,57 reps - s,363,127 reps - s,239,14:08 - s
344,Seger Brown,1586,39,15:46 - s,414,0,391,0,383,0,359,0
345,Chris Wilson,1589,42,15:54 - s,414,0,391,0,383,0,359,0
346,Ian Kozachuk,1591,283,215 reps - s,396,74 reps - s,386,6 reps - s,250,184 reps - s,276,15:34 - s
347,Nicholas Baer,1594,306,213 reps - s,337,81 reps - s,323,55 reps - s,329,153 reps - s,299,16:37 - s
348,Joseph Collins,1595,48,16:05 - s,414,0,391,0,383,0,359,0
349,Kyle McClintock,1596,312,212 reps - s,346,79 reps - s,277,67 reps - s,352,142 reps - s,309,17:31 - s
350,Tim Schmidt,1599,411,163 reps - s,226,112 reps - s,386,6 reps - s,270,178 reps - s,306,17:06 - s
351,Otto Sydow,1600,288,215 reps - s,374,78 reps - s,276,67 reps - s,303,167 reps - s,359,0
352,Kevin Bushell,1604,316,211 reps - s,252,108 reps - s,370,43 reps - s,332,151 reps - s,334,19:39 - s
353,Jeff Tench,1605,58,16:30 - s,414,0,391,0,383,0,359,0
354,Marc Dumas,1607,60,16:33 - s,414,0,391,0,383,0,359,0
355,Landon Zanewich,1609,289,215 reps - s,192,119 reps - s,386,6 reps - s,383,0,359,0
356,Jared Griffiths,1614,362,193 reps - s,323,84 reps - s,391,0,292,172 reps - s,246,14:22 - s
357,Lee Watanabe Crockett,1620,451,149 reps - s,412,1 reps - s,239,71 reps - s,318,160 reps - s,200,12:54 - s
358,Ryan Fehr,1625,78,16:59 - s,414,0,391,0,383,0,359,0
359,Russell Lawrence,1628,338,202 reps - s,297,90 reps - s,337,47 reps - s,312,164 reps - s,344,21:01 - s
360,Keith Bowden,1632,473,0,414,0,3,17:27 - s,383,0,359,0
361,Daniel Alleyne,1636,377,185 reps - s,218,114 reps - s,299,58 reps - s,383,0,359,0
362,Clark Drury,1639,473,0,33,175 reps - s,391,0,383,0,359,0
363,Steve Toews,1640,93,17:17 - s,414,0,391,0,383,0,359,0
364,David Narvas,1645,473,0,39,171 reps - s,391,0,383,0,359,0
365,Hume Alam,1646,337,203 reps - s,176,122 reps - s,391,0,383,0,359,0
366,Farid Hosseini,1647,284,215 reps - s,230,112 reps - s,391,0,383,0,359,0
367,Mike Bowie,1649,102,17:29 - s,414,0,391,0,383,0,359,0
367,Jeff Burns,1649,345,196 reps - s,390,78 reps - s,265,68 reps - s,328,153 reps - s,321,18:22 - s
369,Cole Mooney,1653,106,17:32 - s,414,0,391,0,383,0,359,0
370,Sam Beggs,1654,457,147 reps - s,318,86 reps - s,140,104 reps - s,380,70 reps - s,359,0
370,Les Price,1654,178,19:04 - s,343,79 reps - s,391,0,383,0,359,0
372,Jamie Doucette,1658,328,208 reps - s,310,87 reps - s,344,46 reps - s,333,150 reps - s,343,20:59 - s
373,Anthony Rage,1659,389,180 reps - s,372,78 reps - s,338,47 reps - s,279,176 reps - s,281,15:45 - s
374,Alex Kidd,1661,249,222 reps - s,279,95 reps - s,391,0,383,0,359,0
375,Andrew Willis,1662,262,220 reps - s,353,79 reps - s,383,7 reps - s,311,164 reps - s,353,31:21 - s
376,Ryan Mihilewicz,1665,118,17:53 - s,414,0,391,0,383,0,359,0
376,Maximus Swagar,1665,379,185 reps - s,257,107 reps - s,350,46 reps - s,383,0,296,16:22 - s
378,Blaine Perra,1674,364,190 reps - s,414,0,262,68 reps - s,275,177 reps - s,359,0
379,Haysyn Ostrup,1678,396,174 reps - s,240,112 reps - s,368,43 reps - s,338,149 reps - s,336,20:10 - s
380,Alan Ottnad,1679,132,18:17 - s,414,0,391,0,383,0,359,0
381,Geoff Shukin,1684,458,145 reps - s,283,93 reps - s,306,57 reps - s,308,165 reps - s,329,19:09 - s
382,Andrew Barfitt,1685,430,156 reps - s,303,88 reps - s,234,71 reps - s,370,100 reps - s,348,22:32 - s
383,Tyler Wynn,1689,381,183 reps - s,354,79 reps - s,340,47 reps - s,341,147 reps - s,273,15:32 - s
384,Dan Yeung,1691,435,155 reps - s,328,83 reps - s,342,47 reps - s,348,144 reps - s,238,14:05 - s
384,John Koshelko,1691,358,194 reps - s,301,89 reps - s,352,45 reps - s,342,146 reps - s,338,20:32 - s
386,Sean Rydl,1692,402,170 reps - s,274,99 reps - s,296,59 reps - s,383,0,337,20:23 - s
387,Ben Robertson,1696,370,187 reps - s,335,82 reps - s,304,58 reps - s,356,135 reps - s,331,19:13 - s
388,Steve Rainey,1697,150,18:33 - s,414,0,391,0,383,0,359,0
389,Chuck Louie,1698,431,156 reps - s,311,87 reps - s,309,57 reps - s,337,149 reps - s,310,17:33 - s
390,Owen Giles,1700,225,19:52 - s,378,78 reps - s,382,10 reps - s,364,125 reps - s,351,26:00 - s
391,David Kitchen,1709,162,18:44 - s,414,0,391,0,383,0,359,0
391,Michael Kohler,1709,317,211 reps - s,371,78 reps - s,376,38 reps - s,326,154 reps - s,319,18:14 - s
393,Jason Palmer,1710,163,18:47 - s,414,0,391,0,383,0,359,0
394,Judd Debnam,1712,356,194 reps - s,267,102 reps - s,377,37 reps - s,353,138 reps - s,359,0
395,Andrew Tinkl,1717,170,18:55 - s,414,0,391,0,383,0,359,0
396,Sean Wentzel,1720,294,214 reps - s,293,91 reps - s,391,0,383,0,359,0
397,Matt Smook,1722,382,183 reps - s,363,78 reps - s,235,71 reps - s,383,0,359,0
398,Tim Ames,1723,404,167 reps - s,302,89 reps - s,330,48 reps - s,347,144 reps - s,340,20:38 - s
399,Kelly Nagel,1724,314,211 reps - s,277,96 reps - s,391,0,383,0,359,0
400,Gus Jerebic,1728,422,159 reps - s,255,107 reps - s,391,0,334,150 reps - s,326,18:45 - s
400,Rob Skeet,1728,398,173 reps - s,334,82 reps - s,348,46 reps - s,321,157 reps - s,327,18:50 - s
402,Rodney Oosterbroek,1729,392,177 reps - s,333,82 reps - s,391,0,383,0,230,13:49 - s
402,Felipe Magalhaes,1729,388,181 reps - s,349,79 reps - s,250,70 reps - s,383,0,359,0
404,Drew Robinson,1730,452,149 reps - s,360,78 reps - s,176,94 reps - s,383,0,359,0
405,Cam Nash,1735,188,19:18 - s,414,0,391,0,383,0,359,0
406,Harnish Dhanji,1736,332,207 reps - s,305,88 reps - s,391,0,349,144 reps - s,359,0
407,Josh Hoskins,1740,312,212 reps - s,414,0,391,0,383,0,240,14:11 - s
408,Mark Lowerison,1746,393,175 reps - s,364,78 reps - s,336,47 reps - s,325,154 reps - s,328,19:07 - s
409,Jason Mathews,1750,441,152 reps - s,304,88 reps - s,289,61 reps - s,357,133 reps - s,359,0
410,Karim Bhaloo,1752,406,166 reps - s,245,111 reps - s,391,0,351,142 reps - s,359,0
411,Nathan Hedley,1753,390,178 reps - s,414,0,314,57 reps - s,383,0,252,14:37 - s
412,Tristan Escobar,1756,423,159 reps - s,271,101 reps - s,332,48 reps - s,371,100 reps - s,359,0
412,Joseph Pacis,1756,346,196 reps - s,386,78 reps - s,361,43 reps - s,362,129 reps - s,301,16:39 - s
414,Darryl Goossen,1757,427,158 reps - s,377,78 reps - s,211,82 reps - s,383,0,359,0
415,David Crosby,1759,212,19:37 - s,414,0,391,0,383,0,359,0
416,Todd Paquette,1762,405,167 reps - s,379,78 reps - s,316,56 reps - s,313,163 reps - s,349,23:30 - s
417,Cody Milton,1763,360,193 reps - s,270,101 reps - s,391,0,383,0,359,0
418,Colin Bailey,1765,218,19:42 - s,414,0,391,0,383,0,359,0
419,Alex Wishart,1766,473,0,414,0,391,0,240,186 reps - s,248,14:28 - s
420,Ryan Lussier,1768,473,0,414,0,391,0,131,204 reps - s,359,0
421,Darren Lee,1770,459,145 reps - s,385,78 reps - s,278,67 reps - s,315,162 reps - s,333,19:22 - s
422,Jason Brown,1771,224,19:49 - s,414,0,391,0,383,0,359,0
423,Ethan Rector,1773,400,172 reps - s,290,92 reps - s,386,6 reps - s,345,145 reps - s,352,26:54 - s
424,Bill Daenen,1778,462,137 reps - s,400,71 reps - s,325,55 reps - s,339,149 reps - s,252,14:37 - s
425,Paul D'Ambrosio,1783,391,177 reps - s,360,78 reps - s,391,0,282,175 reps - s,359,0
426,Dan Burridge,1785,380,185 reps - s,384,78 reps - s,346,46 reps - s,344,145 reps - s,331,19:13 - s
427,Fenton Favel,1786,473,0,373,78 reps - s,391,0,190,196 reps - s,359,0
428,Drew Joyner,1787,327,209 reps - s,399,71 reps - s,357,44 reps - s,374,98 reps - s,330,19:12 - s
429,Daniel Biano,1790,473,0,306,88 reps - s,292,60 reps - s,360,131 reps - s,359,0
430,Michael Alexanderson,1793,425,159 reps - s,389,78 reps - s,343,46 reps - s,322,156 reps - s,314,17:52 - s
431,Simon Jones,1794,456,147 reps - s,358,78 reps - s,371,43 reps - s,302,168 reps - s,307,17:13 - s
432,Uri Heilik,1797,473,0,191,119 reps - s,391,0,383,0,359,0
432,Jamie Veillette,1797,250,222 reps - s,414,0,391,0,383,0,359,0
434,Chris Hendrickson,1800,253,222 reps - s,414,0,391,0,383,0,359,0
435,Kyden Angel,1801,323,210 reps - s,414,0,322,55 reps - s,383,0,359,0
436,Dave Roberts,1804,408,165 reps - s,263,103 reps - s,391,0,383,0,359,0
437,Eddie Vulcano,1805,258,220 reps - s,414,0,391,0,383,0,359,0
438,Chris Heinaranta,1807,455,147 reps - s,332,82 reps - s,302,58 reps - s,359,133 reps - s,359,0
438,Christopher Tan,1807,385,182 reps - s,345,79 reps - s,391,0,327,153 reps - s,359,0
440,John Kopanas,1811,466,123 reps - s,395,75 reps - s,237,71 reps - s,355,136 reps - s,358,220 reps - s
441,Josh Burr,1812,383,183 reps - s,296,91 reps - s,391,0,383,0,359,0
442,Behzad Alborzi,1817,270,218 reps - s,414,0,391,0,383,0,359,0
443,Tyler McMillen,1818,433,155 reps - s,414,0,241,71 reps - s,383,0,347,21:36 - s
444,Graham Davison,1821,420,159 reps - s,374,78 reps - s,365,43 reps - s,317,161 reps - s,345,21:03 - s
445,Durham Hrizai,1824,473,0,414,0,195,92 reps - s,383,0,359,0
445,Tristin Suchar,1824,416,160 reps - s,339,80 reps - s,351,45 reps - s,383,0,335,19:56 - s
447,Blake Peters,1825,278,217 reps - s,414,0,391,0,383,0,359,0
448,Micah Collins,1834,472,1 reps - s,307,88 reps - s,391,0,305,167 reps - s,359,0
449,Paul Mercer,1837,290,215 reps - s,414,0,391,0,383,0,359,0
450,Eric Ludwig,1842,295,214 reps - s,414,0,391,0,383,0,359,0
451,Maximiliano Castro,1847,449,150 reps - s,414,0,321,55 reps - s,365,122 reps - s,298,16:31 - s
452,Paddy Kelly,1850,407,166 reps - s,414,0,287,62 reps - s,383,0,359,0
453,Dallas Lequyer,1853,306,213 reps - s,414,0,391,0,383,0,359,0
454,Brad Ferguson,1858,473,0,414,0,281,67 reps - s,331,152 reps - s,359,0
454,Davin Hun,1858,311,212 reps - s,414,0,391,0,383,0,359,0
456,Roger Stevenson,1866,437,154 reps - s,406,40 reps - s,391,0,293,172 reps - s,339,20:37 - s
456,Thomas Kuehn,1866,442,152 reps - s,352,79 reps - s,381,31 reps - s,368,108 reps - s,323,18:35 - s
458,Trevor Bird,1867,473,0,261,104 reps - s,391,0,383,0,359,0
459,Spencer Laird,1869,322,210 reps - s,414,0,391,0,383,0,359,0
460,Randy Look,1870,376,185 reps - s,407,38 reps - s,367,43 reps - s,361,129 reps - s,359,0
461,Ryland Rozycki,1873,465,130 reps - s,275,98 reps - s,391,0,383,0,359,0
462,Max Holmes,1878,331,207 reps - s,414,0,391,0,383,0,359,0
463,Sun Gill,1882,359,194 reps - s,390,78 reps - s,391,0,383,0,359,0
464,Branden Dickson,1883,346,196 reps - s,404,68 reps - s,391,0,383,0,359,0
465,Jeff Wilson,1889,429,157 reps - s,414,0,327,49 reps - s,369,105 reps - s,350,24:14 - s
466,Eric Frere,1896,349,195 reps - s,414,0,391,0,383,0,359,0
467,Doug Vantour,1899,352,195 reps - s,414,0,391,0,383,0,359,0
468,Gareth Williams,1900,353,195 reps - s,414,0,391,0,383,0,359,0
469,Kevin Lindahl,1908,378,185 reps - s,408,36 reps - s,391,0,377,82 reps - s,354,32:00 - s
470,Andrew Wilczynski,1913,366,190 reps - s,414,0,391,0,383,0,359,0
471,David Ford,1930,473,0,324,84 reps - s,391,0,383,0,359,0
472,Yichi Fang,1936,450,149 reps - s,414,0,369,43 reps - s,383,0,320,18:19 - s
473,Cole Bernard,1937,453,148 reps - s,401,69 reps - s,380,35 reps - s,378,77 reps - s,325,18:43 - s
474,Andrew Finley,1948,448,150 reps - s,398,72 reps - s,374,42 reps - s,382,39 reps - s,346,21:23 - s
475,Michael Tirk,1955,460,145 reps - s,405,68 reps - s,379,36 reps - s,354,137 reps - s,357,270 reps - s
476,Steve Hall,1959,432,155 reps - s,394,75 reps - s,391,0,383,0,359,0
477,Ryan Williamson,1960,434,155 reps - s,411,1 reps - s,384,6 reps - s,372,99 reps - s,359,0
477,Stefan Ford,1960,413,162 reps - s,414,0,391,0,383,0,359,0
479,Kyle Getty,1968,421,159 reps - s,414,0,391,0,383,0,359,0
480,Darren McAdoo,1971,424,159 reps - s,414,0,391,0,383,0,359,0
481,Terry Morrow,1973,470,94 reps - s,412,1 reps - s,356,44 reps - s,379,73 reps - s,356,396 reps - s
482,Steven Swan,1976,469,95 reps - s,410,4 reps - s,384,6 reps - s,358,133 reps - s,355,36:06 - s
483,Max Schneider,1986,461,142 reps - s,402,69 reps - s,391,0,373,99 reps - s,359,0
484,Kirk McClain,1990,443,151 reps - s,414,0,391,0,383,0,359,0
485,Jim Elder,1991,444,151 reps - s,414,0,391,0,383,0,359,0
486,Nykolas Berg,2001,454,148 reps - s,414,0,391,0,383,0,359,0
487,Jackson Hoolahan,2002,468,98 reps - s,409,33 reps - s,391,0,375,95 reps - s,359,0
488,Sean Allen,2009,462,137 reps - s,414,0,391,0,383,0,359,0
489,Brennan Hiller,2011,464,135 reps - s,414,0,391,0,383,0,359,0
490,Parker Brown,2018,471,9 reps - s,414,0,391,0,383,0,359,0
