Rank,Name,Points,17.1 rank,17.1 score,17.2 rank,17.2 score,17.3 rank,17.3 score,17.4 rank,17.4 score,17.5 rank,17.5 score,
18,Sean Ward,307,62,16:30 - s,104,154 reps - s,85,142 reps - s,37,240 reps - s,19,7:54 - s
19,Matthew Williamson,310,85,17:10 - s,38,177 reps - s,17,200 reps - s,103,218 reps - s,67,9:22 - s
20,Mark Keller,314,130,17:56 - s,57,170 reps - s,36,173 reps - s,33,242 reps - s,58,9:13 - s
21,Dan Sward,329,29,15:18 - s,5,205 reps - s,228,104 reps - s,66,230 reps - s,1,6:53 - s
22,Hossam Gamaleldin,333,121,17:46 - s,58,170 reps - s,50,166 reps - s,63,233 reps - s,41,8:46 - s
23,Christian MacLean,343,56,16:26 - s,143,143 reps - s,32,178 reps - s,13,253 reps - s,99,9:45 - s
24,Kam Dabrowski,354,27,15:15 - s,7,204 reps - s,203,105 reps - s,104,218 reps - s,13,7:37 - s
25,Mike Vaughan,355,33,15:37 - s,90,162 reps - s,95,141 reps - s,75,225 reps - s,62,9:18 - s
26,Wes Goldstein,364,65,16:42 - s,84,162 reps - s,49,166 reps - s,41,240 reps - s,125,10:12 - s
27,Suat Bog,366,105,17:36 - s,43,176 reps - s,152,119 reps - s,32,243 reps - s,34,8:30 - s
28,Rick Keeley,374,88,17:15 - s,23,188 reps - s,25,191 reps - s,79,223 reps - s,159,10:35 - s
29,Sam Rashba,379,12,14:30 - s,8,204 reps - s,251,102 reps - s,57,235 reps - s,51,9:05 - s
30,Aadi Nikoukari,384,32,15:35 - s,30,180 reps - s,155,118 reps - s,87,220 reps - s,80,9:34 - s
31,Abraham Mendez,399,43,15:57 - s,222,135 reps - s,5,18:48 - s,120,214 reps - s,9,7:20 - s
32,Doug Dengerink,406,270,19:34 - s,53,172 reps - s,26,191 reps - s,14,252 reps - s,43,8:51 - s
33,Gustavo Calderon,424,73,16:59 - s,101,156 reps - s,66,154 reps - s,80,222 reps - s,104,9:53 - s
34,Nathan Bloser,428,13,14:42 - s,31,180 reps - s,303,94 reps - s,17,250 reps - s,64,9:20 - s
34,Wyatt Chinn,428,78,17:02 - s,54,172 reps - s,106,134 reps - s,62,233 reps - s,128,10:15 - s
36,David Haskell,434,67,16:45 - s,77,164 reps - s,98,140 reps - s,138,211 reps - s,54,9:10 - s
37,Reeve Estioko,467,88,17:15 - s,100,158 reps - s,160,118 reps - s,75,225 reps - s,44,8:54 - s
38,Raul Silvestre,471,58,16:29 - s,70,166 reps - s,92,141 reps - s,61,233 reps - s,190,11:02 - s
39,Scott Ward,478,219,19:06 - s,162,141 reps - s,24,191 reps - s,31,243 reps - s,42,8:49 - s
40,Justin Listar,484,35,15:42 - s,48,174 reps - s,107,132 reps - s,119,214 reps - s,175,10:50 - s
41,Vincent Perricone,494,1,12:38 - s,22,190 reps - s,171,117 reps - s,198,201 reps - s,102,9:50 - s
42,Michael Craig,497,194,18:46 - s,56,171 reps - s,55,155 reps - s,102,218 reps - s,90,9:40 - s
43,Anthony De La Cerda,498,58,16:29 - s,189,137 reps - s,136,129 reps - s,105,217 reps - s,10,7:25 - s
44,Josh Aquino,510,108,17:37 - s,62,169 reps - s,63,154 reps - s,141,210 reps - s,136,10:20 - s
45,Brian Davis,514,154,18:21 - s,102,156 reps - s,16,202 reps - s,44,240 reps - s,198,11:08 - s
46,Sean Dunn,536,135,18:01 - s,90,162 reps - s,165,117 reps - s,27,244 reps - s,119,10:05 - s
47,Tim Roach,544,44,15:59 - s,138,144 reps - s,134,129 reps - s,199,201 reps - s,29,8:25 - s
48,Noe Kingsbury,557,47,16:07 - s,14,198 reps - s,135,129 reps - s,241,197 reps - s,120,10:07 - s
49,Danny Matekel,568,93,17:19 - s,356,119 reps - s,40,167 reps - s,40,240 reps - s,39,8:39 - s
50,Eric Frisbee,573,81,17:05 - s,39,177 reps - s,30,179 reps - s,68,228 reps - s,355,13:33 - s
51,Matthew Carson,578,66,16:43 - s,132,145 reps - s,97,140 reps - s,132,212 reps - s,151,10:30 - s
52,Chris Segura,582,368,219 reps - s,99,158 reps - s,28,179 reps - s,67,229 reps - s,20,7:56 - s
53,Eriq Devine,585,33,15:37 - s,55,171 reps - s,383,80 reps - s,25,244 reps - s,89,9:39 - s
54,Nick Antrobus,590,1,12:38 - s,97,160 reps - s,312,94 reps - s,77,224 reps - s,103,9:51 - s
55,John Coogan,595,164,18:29 - s,128,146 reps - s,126,130 reps - s,129,212 reps - s,48,9:00 - s
56,Omar Diaz,605,90,17:16 - s,45,175 reps - s,369,83 reps - s,54,235 reps - s,47,8:57 - s
57,Joaquin Jaime,607,94,17:20 - s,118,148 reps - s,319,93 reps - s,28,244 reps - s,48,9:00 - s
57,Roger Loyo,607,169,18:32 - s,52,172 reps - s,110,132 reps - s,112,215 reps - s,164,10:40 - s
59,Carlo Saggese,639,8,14:29 - s,311,122 reps - s,151,119 reps - s,85,220 reps - s,84,9:38 - s
60,Ali Ashkanani,654,69,16:49 - s,164,141 reps - s,145,120 reps - s,208,200 reps - s,68,9:23 - s
61,Ryan Kinsley,656,153,18:17 - s,20,194 reps - s,222,104 reps - s,190,202 reps - s,71,9:26 - s
61,Victor Gallegos,656,268,19:33 - s,129,146 reps - s,90,141 reps - s,113,215 reps - s,56,9:11 - s
63,Michael Thompson,663,177,18:38 - s,243,129 reps - s,23,191 reps - s,136,211 reps - s,84,9:38 - s
64,Jason Langton,666,291,19:42 - s,88,162 reps - s,113,131 reps - s,48,237 reps - s,126,10:13 - s
65,Troy Reed,683,105,17:36 - s,114,149 reps - s,278,95 reps - s,86,220 reps - s,100,9:47 - s
66,Marko Medved,684,22,15:01 - s,17,197 reps - s,38,168 reps - s,34,241 reps - s,573,0
66,Michael Leddy,684,281,19:38 - s,90,162 reps - s,39,167 reps - s,71,226 reps - s,203,11:12 - s
68,James Gonzales,685,356,221 reps - s,109,151 reps - s,94,141 reps - s,95,220 reps - s,31,8:28 - s
69,Farbod Asgarzadie,688,299,19:47 - s,75,165 reps - s,202,105 reps - s,88,220 reps - s,24,8:05 - s
70,Joe Vivo,689,79,17:04 - s,16,197 reps - s,11,22:43 - s,10,254 reps - s,573,0
71,Rene Jakubasch,690,68,16:48 - s,402,114 reps - s,112,131 reps - s,38,240 reps - s,70,9:25 - s
72,Pablo Florin,691,58,16:29 - s,119,146 reps - s,291,94 reps - s,189,202 reps - s,34,8:30 - s
73,Guy Shurki,693,6,14:10 - s,15,197 reps - s,76,142 reps - s,23,245 reps - s,573,0
74,Ron Gapasin,696,245,19:20 - s,123,146 reps - s,158,118 reps - s,15,251 reps - s,155,10:32 - s
75,Alex Quinia,699,382,218 reps - s,85,162 reps - s,45,167 reps - s,149,208 reps - s,38,8:37 - s
76,Gomez Julian,704,188,18:42 - s,152,141 reps - s,149,119 reps - s,125,213 reps - s,90,9:40 - s
77,Anthony Dunne,709,71,16:55 - s,170,141 reps - s,144,120 reps - s,168,205 reps - s,156,10:33 - s
78,Jason Allen,713,40,15:51 - s,4,209 reps - s,643,0,24,245 reps - s,2,6:54 - s
79,Nick Brideau,724,274,19:35 - s,142,143 reps - s,118,131 reps - s,78,224 reps - s,112,10:01 - s
80,Rene Godina,725,116,17:43 - s,205,136 reps - s,199,106 reps - s,142,210 reps - s,63,9:19 - s
81,Ryan Michael,746,256,19:24 - s,274,126 reps - s,41,167 reps - s,124,213 reps - s,51,9:05 - s
82,Ryan Lee,752,49,16:19 - s,9,202 reps - s,48,166 reps - s,629,0,17,7:48 - s
83,Clark Porter,768,7,14:21 - s,74,165 reps - s,643,0,21,247 reps - s,23,8:01 - s
84,Gian Carlo Sevilla,770,102,17:30 - s,312,122 reps - s,104,135 reps - s,191,202 reps - s,61,9:16 - s
85,Michael Biagi,773,303,19:49 - s,40,177 reps - s,187,107 reps - s,160,206 reps - s,83,9:36 - s
86,Joe Yang,774,82,17:06 - s,153,141 reps - s,372,82 reps - s,83,221 reps - s,84,9:38 - s
87,Tony Rios,788,100,17:28 - s,307,123 reps - s,164,117 reps - s,58,235 reps - s,159,10:35 - s
88,George Sealey,791,258,19:25 - s,144,143 reps - s,257,100 reps - s,35,241 reps - s,97,9:44 - s
89,Eric Englehardt,811,238,19:15 - s,136,145 reps - s,153,119 reps - s,81,222 reps - s,203,11:12 - s
90,Darren Chavez,814,105,17:36 - s,51,172 reps - s,29,179 reps - s,56,235 reps - s,573,0
91,curtis davis,818,355,221 reps - s,155,141 reps - s,128,130 reps - s,60,234 reps - s,120,10:07 - s
92,Douglas Devlin,822,193,18:45 - s,106,153 reps - s,318,93 reps - s,108,217 reps - s,97,9:44 - s
93,Nate Stieglitz,824,210,18:58 - s,358,118 reps - s,78,142 reps - s,69,228 reps - s,109,9:55 - s
94,Sergio Euzarraga,833,332,20:00 - s,127,146 reps - s,157,118 reps - s,153,207 reps - s,64,9:20 - s
95,Byron Austin,834,243,19:19 - s,186,138 reps - s,281,95 reps - s,46,239 reps - s,78,9:32 - s
96,Keith Bambacigno,835,186,18:41 - s,260,128 reps - s,117,131 reps - s,121,214 reps - s,151,10:30 - s
97,Murph Murphy,850,284,19:40 - s,287,125 reps - s,35,178 reps - s,150,208 reps - s,94,9:41 - s
98,Juni Reoh,856,119,17:45 - s,159,141 reps - s,208,105 reps - s,294,191 reps - s,76,9:31 - s
99,Ben Thomas,865,76,17:01 - s,387,115 reps - s,54,155 reps - s,231,198 reps - s,117,10:04 - s
100,Perrin Curran,866,388,218 reps - s,129,146 reps - s,150,119 reps - s,143,210 reps - s,56,9:11 - s
101,Andrew Pascua,867,146,18:08 - s,73,165 reps - s,368,83 reps - s,109,217 reps - s,171,10:48 - s
102,Adam Kidd,885,46,16:02 - s,745,0,70,144 reps - s,9,255 reps - s,15,7:46 - s
103,Cesar Serafin,894,212,18:59 - s,213,136 reps - s,209,105 reps - s,49,237 reps - s,211,11:18 - s
104,Jamey Kitchens,895,268,19:33 - s,59,170 reps - s,59,155 reps - s,201,201 reps - s,308,12:54 - s
105,Adrian Fairbourn,900,50,16:20 - s,98,159 reps - s,608,43 reps - s,64,232 reps - s,80,9:34 - s
106,Ian Hannin,901,124,17:50 - s,282,126 reps - s,79,142 reps - s,273,193 reps - s,143,10:24 - s
107,Kian Boloori,903,112,17:40 - s,65,168 reps - s,518,58 reps - s,183,203 reps - s,25,8:15 - s
108,Mario Lopez,921,543,203 reps - s,182,138 reps - s,22,191 reps - s,43,240 reps - s,131,10:16 - s
109,Kash Haque,924,506,210 reps - s,179,139 reps - s,62,154 reps - s,155,207 reps - s,22,8:00 - s
110,Bryan Zink,931,388,218 reps - s,87,162 reps - s,130,130 reps - s,101,219 reps - s,225,11:33 - s
111,Ricky Travaglio,942,258,19:25 - s,156,141 reps - s,33,178 reps - s,269,193 reps - s,226,11:35 - s
112,Marcuss Hernandez,952,291,19:42 - s,213,136 reps - s,166,117 reps - s,228,199 reps - s,54,9:10 - s
113,Christian Leibfried,956,157,18:22 - s,133,145 reps - s,269,96 reps - s,261,195 reps - s,136,10:20 - s
114,Trevor Thompson,957,198,18:50 - s,103,155 reps - s,205,105 reps - s,93,220 reps - s,358,13:36 - s
115,Tony Escalante,959,402,217 reps - s,201,136 reps - s,114,131 reps - s,73,225 reps - s,169,10:47 - s
116,Edgar Chavez,963,181,18:39 - s,28,182 reps - s,643,0,52,236 reps - s,59,9:15 - s
117,Charles Presley,966,243,19:19 - s,270,127 reps - s,108,132 reps - s,72,226 reps - s,273,12:18 - s
118,Chris Clark,968,87,17:14 - s,63,169 reps - s,297,94 reps - s,213,200 reps - s,308,12:54 - s
119,Jimmy McLamb,974,397,217 reps - s,173,140 reps - s,73,143 reps - s,151,208 reps - s,180,10:54 - s
120,Mark Atchity,982,251,19:21 - s,157,141 reps - s,206,105 reps - s,171,205 reps - s,197,11:06 - s
121,Gabriel Zapata,992,138,18:02 - s,34,179 reps - s,473,67 reps - s,51,236 reps - s,296,12:44 - s
121,Curtis Little,992,48,16:18 - s,258,128 reps - s,400,70 reps - s,127,213 reps - s,159,10:35 - s
123,Ernesto Sanchez,1010,23,15:02 - s,624,80 reps - s,217,105 reps - s,100,219 reps - s,46,8:55 - s
124,Luke Derry,1052,219,19:06 - s,79,164 reps - s,168,117 reps - s,239,197 reps - s,347,13:27 - s
125,Brian Cortes,1055,118,17:44 - s,209,136 reps - s,119,131 reps - s,36,241 reps - s,573,0
126,Fernando Pulido,1067,171,18:33 - s,297,124 reps - s,355,87 reps - s,173,204 reps - s,71,9:26 - s
127,Jason Clinton,1068,555,202 reps - s,265,128 reps - s,86,141 reps - s,55,235 reps - s,107,9:54 - s
128,Eric Rodriguez,1070,591,197 reps - s,188,137 reps - s,13,23:57 - s,162,206 reps - s,116,10:02 - s
129,Edward Mehren,1071,152,18:16 - s,59,170 reps - s,643,0,181,203 reps - s,36,8:36 - s
130,Michael Chiacos,1077,27,15:15 - s,18,196 reps - s,454,68 reps - s,5,265 reps - s,573,0
131,Jose Perez,1092,55,16:25 - s,121,146 reps - s,163,117 reps - s,180,203 reps - s,573,0
132,Andrew Wang,1096,303,19:49 - s,135,145 reps - s,387,80 reps - s,148,209 reps - s,123,10:09 - s
133,Neelesh Tiruviluamala,1103,144,18:06 - s,82,163 reps - s,204,105 reps - s,421,178 reps - s,252,12:02 - s
134,Matthew Shelton,1104,317,19:55 - s,238,131 reps - s,140,128 reps - s,281,192 reps - s,128,10:15 - s
135,Eliot Glazer,1108,159,18:25 - s,184,138 reps - s,175,108 reps - s,302,190 reps - s,288,12:36 - s
136,Michael Weng,1117,457,213 reps - s,367,117 reps - s,95,141 reps - s,139,211 reps - s,59,9:15 - s
137,Steven Burke,1137,317,19:55 - s,635,78 reps - s,4,18:03 - s,47,239 reps - s,134,10:19 - s
137,Juan Peters,1137,328,19:59 - s,294,124 reps - s,260,98 reps - s,165,205 reps - s,90,9:40 - s
139,Mat Hans,1138,903,0,112,150 reps - s,53,155 reps - s,26,244 reps - s,44,8:54 - s
140,Rob Mai,1148,122,17:49 - s,404,114 reps - s,133,130 reps - s,172,205 reps - s,317,13:00 - s
141,Brian Harris,1149,295,19:45 - s,411,113 reps - s,71,143 reps - s,203,201 reps - s,169,10:47 - s
142,Ryan Herron,1150,307,19:50 - s,683,78 reps - s,64,154 reps - s,84,221 reps - s,12,7:33 - s
143,Isaac Zavala,1153,267,19:32 - s,165,141 reps - s,338,92 reps - s,170,205 reps - s,213,11:20 - s
144,Oleg Boyarko,1160,154,18:21 - s,163,141 reps - s,280,95 reps - s,174,204 reps - s,389,14:11 - s
145,Chris Orlando,1161,531,206 reps - s,148,142 reps - s,279,95 reps - s,91,220 reps - s,112,10:01 - s
146,Gunder Ahlberg,1169,350,222 reps - s,475,107 reps - s,172,117 reps - s,90,220 reps - s,82,9:35 - s
147,Justin Peloquin,1170,673,184 reps - s,95,160 reps - s,131,130 reps - s,117,215 reps - s,154,10:31 - s
148,Reymundo Martinez,1188,203,18:53 - s,226,134 reps - s,271,96 reps - s,332,188 reps - s,156,10:33 - s
149,Casey Corum,1206,216,19:02 - s,309,123 reps - s,526,58 reps - s,89,220 reps - s,66,9:21 - s
150,Jonathan Lagade,1209,225,19:10 - s,108,152 reps - s,570,47 reps - s,178,204 reps - s,128,10:15 - s
151,Josh Allen,1211,344,223 reps - s,289,125 reps - s,393,71 reps - s,106,217 reps - s,79,9:33 - s
152,Rob Clogg,1212,31,15:33 - s,745,0,234,104 reps - s,126,213 reps - s,76,9:31 - s
153,Thomas Deelder,1215,324,19:58 - s,213,136 reps - s,141,127 reps - s,95,220 reps - s,442,15:30 - s
154,David Regan,1221,177,18:38 - s,32,180 reps - s,643,0,202,201 reps - s,167,10:44 - s
155,Frank Carrillo,1232,207,18:57 - s,467,107 reps - s,236,104 reps - s,134,212 reps - s,188,11:00 - s
156,Steve Graham,1234,349,222 reps - s,95,160 reps - s,103,135 reps - s,114,215 reps - s,573,0
157,Abraham Aleman,1250,426,215 reps - s,296,124 reps - s,193,106 reps - s,192,202 reps - s,143,10:24 - s
158,Nicholas Ignacio,1258,345,223 reps - s,90,162 reps - s,235,104 reps - s,226,199 reps - s,362,13:40 - s
159,Keith Harrison,1267,221,19:07 - s,745,0,55,155 reps - s,110,217 reps - s,136,10:20 - s
160,John  E. Mejia,1277,245,19:20 - s,433,112 reps - s,192,106 reps - s,267,194 reps - s,140,10:21 - s
161,Sean Evans,1279,442,214 reps - s,165,141 reps - s,270,96 reps - s,147,209 reps - s,255,12:04 - s
162,Charles Reece,1286,218,19:05 - s,745,0,46,167 reps - s,193,202 reps - s,84,9:38 - s
163,Tim Pelczar,1293,399,217 reps - s,430,112 reps - s,55,155 reps - s,156,207 reps - s,253,12:03 - s
164,Karim Chee,1295,332,20:00 - s,70,166 reps - s,462,67 reps - s,115,215 reps - s,316,12:59 - s
165,Greg Wyatt,1301,98,17:26 - s,154,141 reps - s,533,57 reps - s,308,190 reps - s,208,11:17 - s
166,Neil Williams,1311,200,18:51 - s,427,112 reps - s,184,107 reps - s,315,189 reps - s,185,10:58 - s
167,Daniel Galvan,1315,526,207 reps - s,309,123 reps - s,84,142 reps - s,325,188 reps - s,71,9:26 - s
168,Santos Vazquez,1318,406,217 reps - s,176,139 reps - s,207,105 reps - s,225,199 reps - s,304,12:52 - s
169,Zach Allen,1328,167,18:31 - s,392,115 reps - s,482,64 reps - s,95,220 reps - s,192,11:03 - s
170,Ryan Shultz,1329,470,212 reps - s,35,178 reps - s,643,0,74,225 reps - s,107,9:54 - s
171,Paul Kelly,1333,265,19:30 - s,137,144 reps - s,445,68 reps - s,197,202 reps - s,289,12:37 - s
172,Sean Gordon,1340,288,19:41 - s,745,0,2,15:00 - s,211,200 reps - s,94,9:41 - s
172,Scott Peyatt,1340,163,18:28 - s,224,134 reps - s,587,45 reps - s,146,209 reps - s,220,11:26 - s
174,Juvenal Sanchez,1341,103,17:31 - s,351,119 reps - s,255,101 reps - s,59,234 reps - s,573,0
175,Robert Tisher,1342,297,19:46 - s,115,149 reps - s,392,71 reps - s,276,193 reps - s,262,12:10 - s
176,Richard Hoyt,1345,186,18:41 - s,161,141 reps - s,404,70 reps - s,209,200 reps - s,385,14:05 - s
177,Sam Arvizu,1347,116,17:43 - s,352,119 reps - s,549,55 reps - s,218,200 reps - s,112,10:01 - s
178,Daniel Hernandez,1348,184,18:40 - s,302,124 reps - s,643,0,123,213 reps - s,96,9:42 - s
179,Leo Wang,1353,97,17:25 - s,419,112 reps - s,179,107 reps - s,275,193 reps - s,383,14:02 - s
180,Ajeesh Thattukunnel Vijayan,1366,239,19:16 - s,286,125 reps - s,265,96 reps - s,217,200 reps - s,359,13:37 - s
181,Coby Pfaff,1368,449,213 reps - s,275,126 reps - s,225,104 reps - s,186,203 reps - s,233,11:44 - s
182,Michael Coello,1369,100,17:28 - s,745,0,167,117 reps - s,140,210 reps - s,217,11:22 - s
183,Jerald Peters,1375,457,213 reps - s,234,132 reps - s,403,70 reps - s,210,200 reps - s,71,9:26 - s
184,Steve Carcano,1380,177,18:38 - s,372,117 reps - s,240,104 reps - s,379,183 reps - s,212,11:19 - s
185,Rowin Balao,1381,212,18:59 - s,213,136 reps - s,143,120 reps - s,447,174 reps - s,366,13:42 - s
186,Salvador Arditti,1388,126,17:53 - s,196,136 reps - s,375,82 reps - s,499,161 reps - s,192,11:03 - s
187,Chris Patrick,1393,161,18:26 - s,379,116 reps - s,298,94 reps - s,360,185 reps - s,195,11:04 - s
188,Jared MacLean,1402,779,166 reps - s,159,141 reps - s,82,142 reps - s,233,198 reps - s,149,10:26 - s
188,Mark Marraccini,1402,412,216 reps - s,167,141 reps - s,399,71 reps - s,274,193 reps - s,150,10:28 - s
190,Todd Myers,1403,260,19:26 - s,281,126 reps - s,308,94 reps - s,326,188 reps - s,228,11:37 - s
191,Craig Spano,1404,364,220 reps - s,170,141 reps - s,643,0,158,207 reps - s,69,9:24 - s
192,Liang Wang,1412,302,19:48 - s,193,136 reps - s,146,120 reps - s,629,0,142,10:23 - s
193,Ely Karr,1415,149,18:11 - s,199,136 reps - s,287,95 reps - s,323,189 reps - s,457,15:59 - s
193,Pierre Mikhail,1415,177,18:38 - s,186,138 reps - s,407,70 reps - s,304,190 reps - s,341,13:24 - s
195,Craig Williams,1418,38,15:48 - s,46,175 reps - s,132,130 reps - s,629,0,573,0
196,Matt Corboy,1419,434,214 reps - s,324,121 reps - s,196,106 reps - s,245,196 reps - s,220,11:26 - s
197,Edward Lin,1420,225,19:10 - s,245,129 reps - s,324,93 reps - s,399,181 reps - s,227,11:36 - s
198,Isaias Amaya,1432,135,18:01 - s,339,120 reps - s,440,68 reps - s,347,186 reps - s,171,10:48 - s
199,Daniel Castillo,1434,381,218 reps - s,313,122 reps - s,230,104 reps - s,251,195 reps - s,259,12:06 - s
200,Giovanni Marucci,1444,138,18:02 - s,745,0,349,92 reps - s,39,240 reps - s,173,10:49 - s
201,Anthony Miranda,1451,233,19:13 - s,24,188 reps - s,483,64 reps - s,493,163 reps - s,218,11:23 - s
201,Dorian Gonzalez,1451,113,17:41 - s,289,125 reps - s,430,69 reps - s,312,190 reps - s,307,12:53 - s
203,Eric Briddick,1453,138,18:02 - s,49,173 reps - s,643,0,50,237 reps - s,573,0
204,Davey Lind,1458,41,15:53 - s,68,167 reps - s,147,120 reps - s,629,0,573,0
205,Yusuf Dawas,1464,230,19:11 - s,566,90 reps - s,248,104 reps - s,122,214 reps - s,298,12:46 - s
205,Brian Rosman,1464,293,19:44 - s,197,136 reps - s,331,93 reps - s,364,185 reps - s,279,12:24 - s
207,Ismael Galvan,1465,328,19:59 - s,644,78 reps - s,148,120 reps - s,235,197 reps - s,110,9:58 - s
208,Bryce Robertson,1467,190,18:43 - s,745,0,154,118 reps - s,278,192 reps - s,100,9:47 - s
208,Lannie Flickinger,1467,353,221 reps - s,120,146 reps - s,435,69 reps - s,247,196 reps - s,312,12:56 - s
210,Andrew Hendrix,1473,115,17:42 - s,261,128 reps - s,409,70 reps - s,249,196 reps - s,439,15:27 - s
211,Alejandro Hernandez,1478,536,205 reps - s,300,124 reps - s,359,84 reps - s,152,208 reps - s,131,10:16 - s
212,Will Wolters,1480,62,16:30 - s,29,180 reps - s,643,0,629,0,117,10:04 - s
212,Scott Taylor,1480,91,17:17 - s,36,178 reps - s,643,0,137,211 reps - s,573,0
214,Eric Trapp,1481,341,223 reps - s,586,87 reps - s,212,105 reps - s,196,202 reps - s,146,10:25 - s
215,Bobby Brock,1492,533,205 reps - s,369,117 reps - s,89,141 reps - s,338,187 reps - s,163,10:37 - s
216,Clint Asbill,1499,288,19:41 - s,685,78 reps - s,216,105 reps - s,42,240 reps - s,268,12:16 - s
217,Juan Avila,1501,216,19:02 - s,442,111 reps - s,396,71 reps - s,314,189 reps - s,133,10:17 - s
218,Garrett Graham,1503,207,18:57 - s,280,126 reps - s,643,0,222,199 reps - s,151,10:30 - s
219,Dan Frazier,1504,236,19:14 - s,634,78 reps - s,333,92 reps - s,118,214 reps - s,183,10:57 - s
220,Steven Sone,1511,158,18:24 - s,86,162 reps - s,65,154 reps - s,629,0,573,0
221,Brandon Waite,1513,350,222 reps - s,596,85 reps - s,80,142 reps - s,263,194 reps - s,224,11:30 - s
221,Mike Conyers,1513,310,19:51 - s,642,78 reps - s,102,137 reps - s,161,206 reps - s,298,12:46 - s
221,Rene Munoz,1513,384,218 reps - s,268,127 reps - s,238,104 reps - s,392,181 reps - s,231,11:41 - s
224,D Montgomery Lewis,1517,86,17:11 - s,298,124 reps - s,466,67 reps - s,94,220 reps - s,573,0
225,Alex Bentley,1520,51,16:23 - s,83,162 reps - s,631,36 reps - s,398,181 reps - s,357,13:35 - s
226,Ray Cordova,1532,473,212 reps - s,299,124 reps - s,366,83 reps - s,205,201 reps - s,189,11:01 - s
227,Sean Berry,1534,145,18:07 - s,19,194 reps - s,168,117 reps - s,629,0,573,0
228,Brennan Gutierrez,1536,520,208 reps - s,237,132 reps - s,116,131 reps - s,348,186 reps - s,315,12:58 - s
229,Juan Jimenez,1539,414,216 reps - s,377,116 reps - s,69,145 reps - s,431,177 reps - s,248,11:59 - s
229,Michael VanStry,1539,270,19:34 - s,603,83 reps - s,308,94 reps - s,236,197 reps - s,122,10:08 - s
231,Mike Velez,1543,457,213 reps - s,468,107 reps - s,129,130 reps - s,215,200 reps - s,274,12:20 - s
231,Jorge Rivera,1543,151,18:14 - s,365,118 reps - s,341,92 reps - s,285,192 reps - s,401,14:32 - s
233,Matt Brown,1545,534,205 reps - s,151,142 reps - s,643,0,177,204 reps - s,40,8:42 - s
234,Richard Abdelkerim,1548,98,17:26 - s,456,108 reps - s,226,104 reps - s,374,183 reps - s,394,14:24 - s
235,Gulshan Arora,1549,200,18:51 - s,241,130 reps - s,643,0,324,189 reps - s,141,10:22 - s
236,Mike Carrillo,1550,423,215 reps - s,456,108 reps - s,7,21:40 - s,432,177 reps - s,232,11:42 - s
237,Kevin Roberts,1553,505,210 reps - s,448,110 reps - s,296,94 reps - s,200,201 reps - s,104,9:53 - s
238,Michael Williams,1557,119,17:45 - s,745,0,643,0,18,250 reps - s,32,8:29 - s
239,Mitchell Le,1561,181,18:39 - s,618,80 reps - s,267,96 reps - s,405,180 reps - s,90,9:40 - s
239,Michael Burtner,1561,369,219 reps - s,205,136 reps - s,259,99 reps - s,492,163 reps - s,236,11:46 - s
241,Daniel Isinhue,1562,567,200 reps - s,261,128 reps - s,80,142 reps - s,413,180 reps - s,241,11:53 - s
242,Rick Sissum,1569,421,215 reps - s,476,107 reps - s,226,104 reps - s,206,201 reps - s,240,11:50 - s
243,Chris Ruiz,1585,360,220 reps - s,363,118 reps - s,397,71 reps - s,257,195 reps - s,208,11:17 - s
