Rank,Name,Points,17.1 rank,17.1 score,17.2 rank,17.2 score,17.3 rank,17.3 score,17.4 rank,17.4 score,17.5 rank,17.5 score,
233,Vincent Gendron-Tremblay,1481,424,224 reps - s,280,126 reps - s,316,95 reps - s,299,200 reps - s,162,10:14 - s
234,Bryan Legault,1484,31,14:43 - s,29,196 reps - s,83,143 reps - s,691,0,650,0
235,Kevin Cordick,1488,340,19:26 - s,547,90 reps - s,68,154 reps - s,238,205 reps - s,295,11:45 - s
236,Sean O'brien,1489,3,12:51 - s,329,121 reps - s,444,70 reps - s,423,188 reps - s,290,11:40 - s
236,Frederic Michaud,1489,349,19:32 - s,467,107 reps - s,282,104 reps - s,206,208 reps - s,185,10:28 - s
238,Tino Gagliardi,1490,431,222 reps - s,427,112 reps - s,333,94 reps - s,226,206 reps - s,73,9:02 - s
239,Rs Dh,1492,100,16:26 - s,113,162 reps - s,387,83 reps - s,435,187 reps - s,457,14:22 - s
240,Darren Burling,1493,285,18:49 - s,293,124 reps - s,164,129 reps - s,384,191 reps - s,367,12:51 - s
241,Tyler Harrison,1496,343,19:28 - s,330,121 reps - s,137,131 reps - s,36,248 reps - s,650,0
242,Pat Lucier,1497,256,18:32 - s,77,171 reps - s,659,43 reps - s,382,191 reps - s,123,9:46 - s
243,Mark Vazzocchi,1500,406,19:59 - s,388,116 reps - s,575,56 reps - s,69,237 reps - s,62,8:46 - s
243,Julien Rioux,1500,432,222 reps - s,339,120 reps - s,222,107 reps - s,256,204 reps - s,251,11:16 - s
245,Sylvain Nadeau,1505,535,212 reps - s,342,120 reps - s,97,142 reps - s,216,207 reps - s,315,12:08 - s
246,Joshua MacKenzie,1513,430,222 reps - s,344,119 reps - s,309,95 reps - s,278,201 reps - s,152,10:04 - s
247,Brandon Cowan,1521,145,16:58 - s,153,146 reps - s,423,71 reps - s,352,195 reps - s,448,14:07 - s
248,Dominic Pelletier,1525,581,205 reps - s,188,140 reps - s,104,141 reps - s,316,198 reps - s,336,12:26 - s
249,Elson Sotto,1528,318,19:12 - s,296,124 reps - s,192,117 reps - s,502,177 reps - s,220,10:53 - s
250,Lukas Fingerle,1531,241,18:19 - s,334,121 reps - s,502,62 reps - s,185,209 reps - s,269,11:26 - s
251,Dan Smith,1536,184,17:33 - s,121,159 reps - s,415,80 reps - s,166,211 reps - s,650,0
251,Andre Cloutier,1536,334,19:22 - s,216,136 reps - s,603,48 reps - s,258,204 reps - s,125,9:48 - s
251,Chris Oliver,1536,134,16:53 - s,589,86 reps - s,353,93 reps - s,322,197 reps - s,138,9:56 - s
254,Doug Dunk,1538,318,19:12 - s,605,84 reps - s,177,119 reps - s,176,210 reps - s,262,11:23 - s
255,Shamiez Nasser,1539,406,19:59 - s,26,198 reps - s,307,95 reps - s,150,214 reps - s,650,0
256,Josh DuBois,1548,239,18:18 - s,260,128 reps - s,463,69 reps - s,231,206 reps - s,355,12:41 - s
257,James Spalding,1553,172,17:17 - s,472,107 reps - s,395,82 reps - s,131,217 reps - s,383,13:06 - s
258,Nathan Majury,1560,130,16:48 - s,554,89 reps - s,391,83 reps - s,164,212 reps - s,321,12:14 - s
258,Enrico Caruso,1560,310,19:07 - s,266,128 reps - s,328,94 reps - s,318,198 reps - s,338,12:28 - s
260,Franois de Villers,1565,368,19:41 - s,281,126 reps - s,9,21:44 - s,373,192 reps - s,534,16:11 - s
261,Luc Lafontaine,1569,416,20:00 - s,451,109 reps - s,549,57 reps - s,37,247 reps - s,116,9:39 - s
262,Paul Alves,1576,297,19:01 - s,241,133 reps - s,513,60 reps - s,242,205 reps - s,283,11:36 - s
263,Kat Banks,1585,553,210 reps - s,158,145 reps - s,19,215 reps - s,205,208 reps - s,650,0
264,John Cosby,1587,220,18:02 - s,377,117 reps - s,462,69 reps - s,220,206 reps - s,308,12:03 - s
265,Richard So,1590,356,19:35 - s,317,122 reps - s,343,93 reps - s,270,203 reps - s,304,11:59 - s
266,Patrick Peloquin,1597,480,217 reps - s,221,136 reps - s,325,94 reps - s,210,207 reps - s,361,12:45 - s
267,Philippe Bourassa,1601,479,217 reps - s,239,133 reps - s,314,95 reps - s,366,193 reps - s,203,10:42 - s
268,Devin Kelly,1602,855,0,145,147 reps - s,88,142 reps - s,374,192 reps - s,140,9:57 - s
269,Matt Coleman,1614,272,18:43 - s,387,116 reps - s,78,143 reps - s,479,181 reps - s,398,13:14 - s
270,Philippe Roberge,1616,149,17:02 - s,49,176 reps - s,295,100 reps - s,473,183 reps - s,650,0
270,Paul Johnston,1616,434,222 reps - s,287,125 reps - s,262,105 reps - s,307,200 reps - s,326,12:17 - s
272,Tristano Talarico,1618,436,222 reps - s,402,115 reps - s,278,104 reps - s,163,212 reps - s,339,12:30 - s
273,Julien Masson,1619,383,19:50 - s,367,117 reps - s,90,142 reps - s,691,0,88,9:16 - s
274,Daryl Ralph,1624,261,18:34 - s,169,141 reps - s,686,0,98,226 reps - s,410,13:24 - s
275,Mark Campbell,1627,318,19:12 - s,668,78 reps - s,404,81 reps - s,64,238 reps - s,173,10:22 - s
276,Martin Robert,1628,381,19:48 - s,109,162 reps - s,270,104 reps - s,442,186 reps - s,426,13:42 - s
277,Andre Lalonde,1636,592,202 reps - s,404,114 reps - s,281,104 reps - s,282,201 reps - s,77,9:06 - s
278,Mat Verreault,1638,192,17:39 - s,347,119 reps - s,260,105 reps - s,350,195 reps - s,489,15:05 - s
279,Peter Vavaroutsos,1640,214,18:00 - s,548,90 reps - s,364,92 reps - s,354,194 reps - s,160,10:13 - s
280,Dean Day,1644,855,0,328,122 reps - s,186,118 reps - s,118,220 reps - s,157,10:09 - s
281,Mike Skiby,1645,214,18:00 - s,349,119 reps - s,384,83 reps - s,337,195 reps - s,361,12:45 - s
282,Bernie Corbett,1651,340,19:26 - s,343,120 reps - s,409,81 reps - s,368,193 reps - s,191,10:34 - s
283,Francois Dugas,1655,855,0,266,128 reps - s,168,129 reps - s,219,207 reps - s,147,10:00 - s
284,Justin Lim,1667,299,19:02 - s,371,117 reps - s,469,69 reps - s,183,210 reps - s,345,12:38 - s
285,Jonathan Prevost,1672,660,187 reps - s,429,112 reps - s,75,143 reps - s,230,206 reps - s,278,11:29 - s
286,Tito Tabora-Mayrand,1697,306,19:05 - s,306,123 reps - s,457,69 reps - s,245,205 reps - s,383,13:06 - s
287,Andre Perreault,1701,363,19:37 - s,405,114 reps - s,453,69 reps - s,158,213 reps - s,322,12:15 - s
287,Jf Gagn,1701,370,19:43 - s,425,113 reps - s,388,83 reps - s,169,211 reps - s,349,12:39 - s
289,Andrew Quinn,1712,165,17:13 - s,766,0,106,141 reps - s,25,251 reps - s,650,0
290,Jan Moeremans,1715,855,0,247,132 reps - s,205,107 reps - s,280,201 reps - s,128,9:49 - s
291,Bruno Vaillancourt,1719,75,15:57 - s,381,116 reps - s,359,92 reps - s,254,204 reps - s,650,0
291,Eric Normandin,1719,310,19:07 - s,218,136 reps - s,89,142 reps - s,452,185 reps - s,650,0
293,Tim Jewell,1720,154,17:06 - s,94,168 reps - s,686,0,390,191 reps - s,396,13:12 - s
294,Tim Ludikar,1721,440,221 reps - s,437,112 reps - s,218,107 reps - s,186,209 reps - s,440,14:00 - s
295,Coulter Wright,1724,272,18:43 - s,311,123 reps - s,589,51 reps - s,268,203 reps - s,284,11:37 - s
296,Stephen Anstey,1730,620,196 reps - s,477,106 reps - s,27,203 reps - s,390,191 reps - s,216,10:50 - s
297,Richard Joseph Tolls,1735,491,216 reps - s,423,113 reps - s,149,130 reps - s,260,203 reps - s,412,13:26 - s
298,Dave Closs,1736,254,18:30 - s,616,84 reps - s,112,141 reps - s,691,0,63,8:49 - s
299,Chris Wiegand,1737,139,16:56 - s,540,91 reps - s,401,82 reps - s,168,211 reps - s,489,15:05 - s
300,David Klic,1739,356,19:35 - s,290,125 reps - s,636,45 reps - s,125,219 reps - s,332,12:21 - s
301,Rudy Maspoch,1741,402,19:58 - s,227,136 reps - s,337,94 reps - s,315,198 reps - s,460,14:28 - s
302,Robert Beaudin,1743,286,18:50 - s,45,178 reps - s,71,154 reps - s,691,0,650,0
303,Ryan Stevenson,1744,481,217 reps - s,148,146 reps - s,371,92 reps - s,411,189 reps - s,333,12:22 - s
303,Matt Blowe,1744,456,219 reps - s,282,125 reps - s,442,70 reps - s,236,205 reps - s,328,12:18 - s
305,Kevin Wayne Breton,1746,423,224 reps - s,295,124 reps - s,585,55 reps - s,156,213 reps - s,287,11:38 - s
305,Steve Memegos,1746,461,219 reps - s,208,136 reps - s,674,36 reps - s,191,208 reps - s,212,10:48 - s
307,Anthony De Matteis,1747,406,19:59 - s,635,81 reps - s,131,132 reps - s,313,198 reps - s,262,11:23 - s
308,Michael Brandt,1752,221,18:04 - s,461,107 reps - s,379,88 reps - s,233,206 reps - s,458,14:26 - s
309,Stefan Ruha,1759,457,219 reps - s,256,128 reps - s,299,98 reps - s,463,184 reps - s,284,11:37 - s
310,Alex Gagn,1763,636,191 reps - s,191,139 reps - s,225,107 reps - s,344,195 reps - s,367,12:51 - s
311,Patrick Pleau,1772,544,210 reps - s,362,118 reps - s,269,104 reps - s,214,207 reps - s,383,13:06 - s
311,Nigel Singroy,1772,442,220 reps - s,395,115 reps - s,323,94 reps - s,362,193 reps - s,250,11:15 - s
313,Troy Shaw,1780,313,19:08 - s,677,78 reps - s,321,95 reps - s,209,207 reps - s,260,11:20 - s
314,Aaron Pape,1791,482,217 reps - s,468,107 reps - s,523,59 reps - s,76,234 reps - s,242,11:11 - s
314,Derek Bisch,1791,464,218 reps - s,374,117 reps - s,220,107 reps - s,478,182 reps - s,255,11:17 - s
316,Mike Robertson,1796,231,18:14 - s,503,102 reps - s,382,84 reps - s,309,199 reps - s,371,12:56 - s
317,Kevin Wilton,1811,546,210 reps - s,186,141 reps - s,97,142 reps - s,558,167 reps - s,424,13:38 - s
318,Marc Vaillant,1816,556,210 reps - s,297,124 reps - s,215,107 reps - s,403,190 reps - s,345,12:38 - s
319,Pierre-Luc Marcoux,1822,356,19:35 - s,308,123 reps - s,484,67 reps - s,301,200 reps - s,373,12:59 - s
320,Pierre Bellefeuille,1830,329,19:18 - s,444,111 reps - s,210,107 reps - s,488,180 reps - s,359,12:44 - s
321,Olivier Couillard,1836,661,187 reps - s,505,102 reps - s,119,141 reps - s,240,205 reps - s,311,12:05 - s
322,Jason Deglint,1841,400,19:57 - s,321,122 reps - s,473,68 reps - s,321,197 reps - s,326,12:17 - s
323,Peter Kendall,1848,556,210 reps - s,479,106 reps - s,230,106 reps - s,363,193 reps - s,220,10:53 - s
324,Tom Rasmussen,1849,355,19:34 - s,590,86 reps - s,312,95 reps - s,402,190 reps - s,190,10:33 - s
325,Travis Dube,1851,605,199 reps - s,535,92 reps - s,227,106 reps - s,283,201 reps - s,201,10:40 - s
326,Robert Tanguay,1853,533,212 reps - s,445,111 reps - s,302,96 reps - s,243,205 reps - s,330,12:19 - s
327,Ron Brierley,1857,640,190 reps - s,312,123 reps - s,305,96 reps - s,248,205 reps - s,352,12:40 - s
328,Sevag Torossian,1860,382,19:49 - s,505,102 reps - s,686,0,202,208 reps - s,85,9:12 - s
328,Patrick Gervais,1860,98,16:25 - s,450,109 reps - s,86,142 reps - s,576,165 reps - s,650,0
328,Philipe Girard,1860,449,220 reps - s,250,131 reps - s,330,94 reps - s,386,191 reps - s,445,14:03 - s
331,Marc Gauvin,1864,299,19:02 - s,766,0,216,107 reps - s,276,202 reps - s,307,12:02 - s
332,Phil Bland,1866,30,14:40 - s,452,108 reps - s,686,0,397,190 reps - s,301,11:53 - s
333,Taylor Delarosbil,1867,57,15:26 - s,199,138 reps - s,492,67 reps - s,691,0,428,13:47 - s
333,David Desrochers,1867,322,19:13 - s,325,122 reps - s,456,69 reps - s,412,189 reps - s,352,12:40 - s
335,Jean-Philippe Tousignant,1876,527,213 reps - s,581,88 reps - s,435,71 reps - s,103,224 reps - s,230,11:02 - s
336,Grant Dickie,1880,128,16:46 - s,316,122 reps - s,657,43 reps - s,371,192 reps - s,408,13:22 - s
337,Marco Mallet,1881,425,224 reps - s,599,85 reps - s,93,142 reps - s,405,190 reps - s,359,12:44 - s
338,Adam Kavanaugh,1885,625,195 reps - s,228,136 reps - s,351,93 reps - s,501,178 reps - s,180,10:26 - s
339,Nicolas Perron,1888,349,19:32 - s,292,125 reps - s,464,69 reps - s,431,187 reps - s,352,12:40 - s
340,Scott Tucker,1890,451,220 reps - s,266,128 reps - s,419,80 reps - s,118,220 reps - s,636,23:59 - s
340,Scott Cameron,1890,499,215 reps - s,193,139 reps - s,188,118 reps - s,360,193 reps - s,650,0
342,Owen Clarke,1891,550,210 reps - s,432,112 reps - s,287,102 reps - s,300,200 reps - s,322,12:15 - s
343,Ludovic Houle,1895,556,210 reps - s,410,113 reps - s,362,92 reps - s,250,205 reps - s,317,12:10 - s
344,Shawn Mariani,1899,239,18:18 - s,334,121 reps - s,429,71 reps - s,247,205 reps - s,650,0
345,Jonathan Paola,1900,336,19:23 - s,273,127 reps - s,534,58 reps - s,249,205 reps - s,508,15:27 - s
346,Garry Cyre,1901,460,219 reps - s,376,117 reps - s,261,105 reps - s,517,175 reps - s,287,11:38 - s
347,Grant Yeates,1902,364,19:38 - s,510,100 reps - s,313,95 reps - s,274,202 reps - s,441,14:01 - s
348,Nick Dexter,1905,855,0,291,125 reps - s,87,142 reps - s,393,190 reps - s,279,11:30 - s
348,Brian Donnelly,1905,233,18:15 - s,171,141 reps - s,427,71 reps - s,424,188 reps - s,650,0
350,Shaun Fillmore,1907,628,194 reps - s,224,136 reps - s,575,56 reps - s,312,199 reps - s,168,10:20 - s
351,John MacPhail,1908,383,19:50 - s,258,128 reps - s,686,0,275,202 reps - s,306,12:01 - s
352,David Shiposh,1911,276,18:44 - s,309,123 reps - s,342,93 reps - s,407,190 reps - s,577,18:20 - s
353,Gennaro Battista,1913,268,18:42 - s,514,100 reps - s,686,0,198,208 reps - s,247,11:13 - s
354,Rob Garland,1917,397,19:56 - s,434,112 reps - s,347,93 reps - s,369,193 reps - s,370,12:54 - s
355,Maxime Roy,1923,574,206 reps - s,214,136 reps - s,247,105 reps - s,449,185 reps - s,439,13:57 - s
356,Travis Smith,1924,221,18:04 - s,112,162 reps - s,250,105 reps - s,691,0,650,0
357,Michael Anderson,1927,174,17:20 - s,424,113 reps - s,385,83 reps - s,294,200 reps - s,650,0
358,Craig Morrison,1935,272,18:43 - s,438,112 reps - s,243,106 reps - s,513,176 reps - s,469,14:39 - s
359,Alexandre Cote,1937,391,19:53 - s,150,146 reps - s,55,156 reps - s,691,0,650,0
360,Bernard Cloutier,1940,855,0,198,138 reps - s,272,104 reps - s,218,207 reps - s,397,13:13 - s
361,Daniel Laurin,1942,165,17:13 - s,391,115 reps - s,416,80 reps - s,448,185 reps - s,522,15:48 - s
362,David Burridge,1943,467,218 reps - s,740,71 reps - s,116,141 reps - s,259,203 reps - s,361,12:45 - s
362,Devin Sullivan,1943,277,18:45 - s,332,121 reps - s,508,60 reps - s,457,184 reps - s,369,12:52 - s
364,Maxime Hach,1949,366,19:40 - s,228,136 reps - s,491,67 reps - s,691,0,173,10:22 - s
365,Simon Boulay,1951,647,190 reps - s,764,1 reps - s,54,166 reps - s,356,194 reps - s,130,9:50 - s
366,Rich Schregardus,1952,469,218 reps - s,388,116 reps - s,495,64 reps - s,266,203 reps - s,334,12:25 - s
367,Stephane Richard,1953,723,176 reps - s,382,116 reps - s,240,106 reps - s,364,193 reps - s,244,11:12 - s
368,Emmanuel Provost,1958,400,19:57 - s,393,115 reps - s,208,107 reps - s,578,164 reps - s,379,13:02 - s
369,Jean-Jacques Gagn,1973,190,17:37 - s,118,162 reps - s,324,94 reps - s,691,0,650,0
370,Mitchell Scott,1975,530,212 reps - s,338,120 reps - s,438,71 reps - s,400,190 reps - s,269,11:26 - s
371,Scott Pratt,1980,388,19:51 - s,384,116 reps - s,368,92 reps - s,428,188 reps - s,412,13:26 - s
372,Mark Turkalj,1982,141,16:57 - s,399,115 reps - s,101,142 reps - s,691,0,650,0
373,Philippe Gagnon,1987,50,15:16 - s,766,0,406,81 reps - s,319,197 reps - s,446,14:04 - s
374,Cory McArthur,1989,297,19:01 - s,175,141 reps - s,686,0,691,0,140,9:57 - s
375,Jeff Joanisse,1994,468,218 reps - s,436,112 reps - s,466,69 reps - s,394,190 reps - s,230,11:02 - s
376,Eric Jobin,1995,207,17:55 - s,766,0,160,129 reps - s,212,207 reps - s,650,0
376,James O'Neill,1995,490,216 reps - s,315,122 reps - s,674,36 reps - s,304,200 reps - s,212,10:48 - s
378,Michael Graham,1997,95,16:21 - s,322,122 reps - s,590,48 reps - s,477,182 reps - s,513,15:40 - s
379,James Griffith,1998,435,222 reps - s,595,86 reps - s,267,104 reps - s,181,210 reps - s,520,15:45 - s
380,Jean-francois Merette,2005,132,16:50 - s,553,90 reps - s,577,55 reps - s,311,199 reps - s,432,13:49 - s
381,Jason Salazar,2006,451,220 reps - s,766,0,265,105 reps - s,381,192 reps - s,143,9:58 - s
382,Hughie MacTavish,2007,203,17:52 - s,457,108 reps - s,378,88 reps - s,475,182 reps - s,494,15:08 - s
383,David Graham,2008,332,19:21 - s,678,78 reps - s,150,130 reps - s,432,187 reps - s,416,13:31 - s
384,Brad Chebott,2014,445,220 reps - s,557,89 reps - s,424,71 reps - s,286,201 reps - s,302,11:55 - s
385,Jon Fowkes,2017,377,19:47 - s,199,138 reps - s,452,70 reps - s,533,173 reps - s,456,14:16 - s
385,Brett Thompson,2017,304,19:04 - s,289,125 reps - s,308,95 reps - s,466,183 reps - s,650,0
387,Brian Brady,2019,465,218 reps - s,181,141 reps - s,686,0,232,206 reps - s,455,14:15 - s
387,Darryl Sprecher,2019,444,220 reps - s,360,118 reps - s,470,68 reps - s,387,191 reps - s,358,12:43 - s
389,Francois St-Germain,2028,223,18:05 - s,166,142 reps - s,686,0,691,0,262,11:23 - s
390,Francois Yahchouchi,2029,345,19:29 - s,542,91 reps - s,339,94 reps - s,317,198 reps - s,486,15:01 - s
391,Brian Mcisaac,2032,489,216 reps - s,573,88 reps - s,417,80 reps - s,132,217 reps - s,421,13:37 - s
392,Craig Holloway,2038,383,19:50 - s,766,0,427,71 reps - s,223,206 reps - s,239,11:09 - s
393,Shawn Yach,2039,249,18:25 - s,549,90 reps - s,442,70 reps - s,691,0,108,9:31 - s
394,Patrick Gordon,2041,304,19:04 - s,274,127 reps - s,497,64 reps - s,691,0,275,11:28 - s
395,Richard Delisle,2050,416,20:00 - s,263,128 reps - s,399,82 reps - s,691,0,281,11:35 - s
396,Stephen Walsh,2072,612,198 reps - s,372,117 reps - s,45,178 reps - s,482,181 reps - s,561,17:14 - s
396,Joseph Adam,2072,427,223 reps - s,364,118 reps - s,686,0,261,203 reps - s,334,12:25 - s
398,Patrick McGarry,2077,70,15:46 - s,533,92 reps - s,686,0,347,195 reps - s,441,14:01 - s
399,Sebastian Hoffsuemmer,2079,31,14:43 - s,21,202 reps - s,686,0,691,0,650,0
400,George Tedja,2087,268,18:42 - s,565,89 reps - s,400,82 reps - s,404,190 reps - s,450,14:10 - s
401,Brent Minty,2092,626,194 reps - s,438,112 reps - s,296,100 reps - s,327,197 reps - s,405,13:21 - s
402,Sebastien Lepage,2093,473,218 reps - s,465,107 reps - s,277,104 reps - s,454,184 reps - s,424,13:38 - s
403,Michel Lessard,2095,377,19:47 - s,89,170 reps - s,686,0,293,201 reps - s,650,0
404,Martin Gagnon,2101,627,194 reps - s,569,88 reps - s,132,132 reps - s,417,189 reps - s,356,12:42 - s
404,Kyle O'Meara,2101,439,221 reps - s,178,141 reps - s,686,0,148,214 reps - s,650,0
404,Francois Vendette,2101,331,19:20 - s,667,78 reps - s,231,106 reps - s,491,179 reps - s,381,13:03 - s
407,Evan Cranley,2106,484,217 reps - s,398,115 reps - s,377,88 reps - s,460,184 reps - s,387,13:08 - s
408,Alex Banfalvi,2107,622,195 reps - s,305,123 reps - s,654,43 reps - s,376,192 reps - s,150,10:02 - s
409,Glen Menard,2108,290,18:53 - s,619,83 reps - s,686,0,94,227 reps - s,419,13:35 - s
410,Mike Farrow,2110,642,190 reps - s,501,102 reps - s,193,117 reps - s,476,182 reps - s,298,11:50 - s
410,Ian St-Martin,2110,578,206 reps - s,602,85 reps - s,461,69 reps - s,263,203 reps - s,206,10:44 - s
412,Joe Companion,2112,541,211 reps - s,264,128 reps - s,563,56 reps - s,355,194 reps - s,389,13:09 - s
413,Warren Stacey,2114,539,211 reps - s,558,89 reps - s,420,79 reps - s,367,193 reps - s,230,11:02 - s
414,Jamie Pink,2115,855,0,155,146 reps - s,341,94 reps - s,592,160 reps - s,172,10:21 - s
415,Matthew Parkinson,2126,446,220 reps - s,625,82 reps - s,224,107 reps - s,420,188 reps - s,411,13:25 - s
416,Gray O'Byrne,2128,593,202 reps - s,313,123 reps - s,99,142 reps - s,473,183 reps - s,650,0
417,Steven Reise,2131,264,18:36 - s,228,136 reps - s,686,0,691,0,262,11:23 - s
418,Michael Ranger,2133,570,207 reps - s,633,81 reps - s,234,106 reps - s,486,180 reps - s,210,10:46 - s
419,Michael Mccormick,2136,855,0,210,136 reps - s,203,115 reps - s,690,1 reps - s,178,10:25 - s
420,Vince Ruisi,2141,855,0,168,142 reps - s,380,87 reps - s,583,162 reps - s,155,10:08 - s
421,Rob Neill,2151,402,19:58 - s,307,123 reps - s,479,68 reps - s,471,183 reps - s,492,15:06 - s
422,Edward Morrell,2156,607,199 reps - s,372,117 reps - s,236,106 reps - s,536,172 reps - s,405,13:21 - s
423,David Graham,2159,306,19:05 - s,515,99 reps - s,686,0,279,201 reps - s,373,12:59 - s
424,Juan Carlos Martinez,2163,159,17:10 - s,402,115 reps - s,606,47 reps - s,691,0,305,12:00 - s
425,William Fontaine,2164,714,179 reps - s,319,122 reps - s,348,93 reps - s,691,0,92,9:20 - s
426,Rnald Rabathaly,2166,855,0,411,113 reps - s,435,71 reps - s,203,208 reps - s,262,11:23 - s
427,Carl Deschatelets,2167,92,16:19 - s,48,176 reps - s,686,0,691,0,650,0
428,Alex Te,2168,391,19:53 - s,488,104 reps - s,474,68 reps - s,525,174 reps - s,290,11:40 - s
429,Frdric Brisebois-Lacoste,2172,129,16:47 - s,358,118 reps - s,344,93 reps - s,691,0,650,0
430,Harold Stevenson,2176,711,179 reps - s,304,123 reps - s,358,92 reps - s,472,183 reps - s,331,12:20 - s
431,Marc Thibeault,2178,589,203 reps - s,147,146 reps - s,483,67 reps - s,691,0,268,11:24 - s
432,Warren Robertson,2179,556,210 reps - s,525,93 reps - s,686,0,277,201 reps - s,135,9:55 - s
433,Colton Halley,2183,537,211 reps - s,226,136 reps - s,79,143 reps - s,691,0,650,0
434,Aaron Strolenberg,2184,770,160 reps - s,597,85 reps - s,251,105 reps - s,361,193 reps - s,205,10:43 - s
435,Cedric Anctil,2186,332,19:21 - s,243,133 reps - s,521,59 reps - s,549,169 reps - s,541,16:25 - s
436,David Walker,2193,324,19:14 - s,406,114 reps - s,504,62 reps - s,481,181 reps - s,478,14:51 - s
437,Cam Snyder,2198,566,209 reps - s,234,135 reps - s,157,129 reps - s,591,160 reps - s,650,0
438,Borden Scott,2204,256,18:32 - s,608,84 reps - s,449,70 reps - s,598,157 reps - s,293,11:43 - s
439,Shane Miller,2211,282,18:47 - s,615,84 reps - s,686,0,246,205 reps - s,382,13:05 - s
440,Alex Stathakis,2213,277,18:45 - s,388,116 reps - s,454,69 reps - s,444,185 reps - s,650,0
440,Brent Goodz,2213,349,19:32 - s,529,93 reps - s,620,46 reps - s,303,200 reps - s,412,13:26 - s
440,Cole McClean,2213,364,19:38 - s,352,119 reps - s,392,83 reps - s,455,184 reps - s,650,0
443,Franois-tienne Levesque,2214,750,167 reps - s,320,122 reps - s,383,84 reps - s,419,189 reps - s,342,12:33 - s
444,Tyler Mason,2218,746,168 reps - s,483,105 reps - s,352,93 reps - s,334,196 reps - s,303,11:58 - s
445,Yannick M Vallee,2220,496,215 reps - s,214,136 reps - s,682,6 reps - s,434,187 reps - s,394,13:11 - s
446,Jason Abram,2226,476,218 reps - s,517,98 reps - s,311,95 reps - s,401,190 reps - s,521,15:46 - s
447,Gus Leite,2228,587,204 reps - s,129,155 reps - s,171,120 reps - s,691,0,650,0
447,Dominic Leblanc,2228,519,213 reps - s,422,113 reps - s,568,56 reps - s,426,188 reps - s,293,11:43 - s
449,Dave Spence,2234,316,19:10 - s,363,118 reps - s,214,107 reps - s,691,0,650,0
450,Mathieu Dpelteau,2239,330,19:19 - s,441,111 reps - s,357,92 reps - s,461,184 reps - s,650,0
450,Pierre-Alain Dufresne,2239,516,213 reps - s,266,128 reps - s,533,58 reps - s,531,173 reps - s,393,13:10 - s
452,Gord Brown,2241,483,217 reps - s,531,92 reps - s,510,60 reps - s,341,195 reps - s,376,13:00 - s
453,Rob Serpe,2246,855,0,428,112 reps - s,154,129 reps - s,436,186 reps - s,373,12:59 - s
454,Ken Boal,2255,346,19:31 - s,498,102 reps - s,583,55 reps - s,508,176 reps - s,320,12:13 - s
455,jeff sommer,2257,671,186 reps - s,354,119 reps - s,120,141 reps - s,462,184 reps - s,650,0
456,Allan Mosher,2258,389,19:52 - s,583,87 reps - s,686,0,302,200 reps - s,298,11:50 - s
457,Pierre-Luc Turgeon,2264,675,185 reps - s,225,136 reps - s,468,69 reps - s,443,186 reps - s,453,14:12 - s
458,Jean Sbastien Leblanc,2266,502,215 reps - s,137,150 reps - s,686,0,291,201 reps - s,650,0
459,Kris McKinnon,2269,163,17:12 - s,604,84 reps - s,593,48 reps - s,437,186 reps - s,472,14:40 - s
459,Eric Garceau,2269,608,198 reps - s,499,102 reps - s,241,106 reps - s,458,184 reps - s,463,14:32 - s
461,Patrick Cloutier,2271,494,215 reps - s,209,136 reps - s,686,0,691,0,191,10:34 - s
462,Mouhammed Alothman,2274,86,16:14 - s,331,121 reps - s,686,0,521,174 reps - s,650,0
463,Don Vogel,2277,389,19:52 - s,542,91 reps - s,432,71 reps - s,498,178 reps - s,416,13:31 - s
464,Ricardo Theoduloz,2278,61,15:35 - s,766,0,686,0,115,220 reps - s,650,0
465,Brad Downton,2282,156,17:08 - s,99,166 reps - s,686,0,691,0,650,0
465,Mathew Roma,2282,139,16:56 - s,496,102 reps - s,562,56 reps - s,691,0,394,13:11 - s
467,Greg Englehutt,2284,644,190 reps - s,562,89 reps - s,256,105 reps - s,588,160 reps - s,234,11:04 - s
467,Edwin Chaj,2284,493,216 reps - s,484,105 reps - s,561,57 reps - s,390,191 reps - s,356,12:42 - s
469,Lance Dunn,2291,356,19:35 - s,766,0,318,95 reps - s,691,0,160,10:13 - s
470,Mark Vanheule,2302,851,25 reps - s,375,117 reps - s,321,95 reps - s,257,204 reps - s,498,15:16 - s
471,Greg Garner,2303,691,184 reps - s,22,200 reps - s,541,58 reps - s,399,190 reps - s,650,0
472,Shawn Bowes,2305,475,218 reps - s,626,82 reps - s,279,104 reps - s,445,185 reps - s,480,14:54 - s
472,Jay Witherbee,2305,279,18:46 - s,490,104 reps - s,478,68 reps - s,563,166 reps - s,495,15:09 - s
474,Cavin McKelvey,2307,633,192 reps - s,689,78 reps - s,268,104 reps - s,351,195 reps - s,366,12:50 - s
475,Darryl Sellars,2308,322,19:13 - s,313,123 reps - s,332,94 reps - s,691,0,650,0
475,Marco Pacione,2308,441,221 reps - s,430,112 reps - s,569,56 reps - s,441,186 reps - s,427,13:44 - s
477,Clayton Chen,2310,755,165 reps - s,353,119 reps - s,467,69 reps - s,451,185 reps - s,284,11:37 - s
478,Jerome Blake Baptiste,2314,402,19:58 - s,279,126 reps - s,686,0,297,200 reps - s,650,0
479,Ahmed Kamal,2321,450,220 reps - s,623,83 reps - s,386,83 reps - s,380,192 reps - s,482,14:55 - s
