Rank,Name,Points,17.1 rank,17.1 score,17.2 rank,17.2 score,17.3 rank,17.3 score,17.4 rank,17.4 score,17.5 rank,17.5 score,
1195,Joo Guedes,7651,1673,19:18 - s,988,149 reps - s,1797,94 reps - s,2082,183 reps - s,1111,11:05 - s
1196,Jos Francisco Casaca,7657,2687,210 reps - s,353,180 reps - s,1488,104 reps - s,885,215 reps - s,2244,15:04 - s
1197,Renan Bidia,7658,2085,19:57 - s,2309,119 reps - s,1295,106 reps - s,630,225 reps - s,1339,11:42 - s
1197,Rafael Prez Ricardez,7658,1035,17:51 - s,1610,136 reps - s,2173,82 reps - s,1828,190 reps - s,1012,10:50 - s
1199,Fabio de Chiara,7659,1517,18:56 - s,2581,113 reps - s,918,129 reps - s,739,220 reps - s,1904,13:33 - s
1200,Rodrigo Impieri,7662,3578,173 reps - s,1104,146 reps - s,1182,107 reps - s,1191,205 reps - s,607,9:41 - s
1201,Jonathan Nunes,7664,649,16:45 - s,2433,117 reps - s,673,140 reps - s,858,217 reps - s,3051,0
1202,Ruben Roque,7667,235,15:02 - s,470,175 reps - s,3501,0,410,236 reps - s,3051,0
1203,Rodrigo Gasparoto,7668,1775,19:29 - s,1919,127 reps - s,821,130 reps - s,1369,201 reps - s,1784,13:04 - s
1204,Orlando Sanchez,7671,1829,19:34 - s,2049,124 reps - s,1118,117 reps - s,1981,186 reps - s,694,9:56 - s
1205,Eduardo Lacerda,7672,1840,19:35 - s,2240,120 reps - s,1576,96 reps - s,1193,205 reps - s,823,10:18 - s
1206,Neto Galvez,7679,384,15:44 - s,3281,90 reps - s,1483,104 reps - s,1893,188 reps - s,638,9:46 - s
1207,Sergio Naranjo,7680,2120,19:59 - s,1526,136 reps - s,1459,104 reps - s,1072,209 reps - s,1503,12:09 - s
1208,Javier Leon,7685,29,13:08 - s,3882,0,3501,0,124,257 reps - s,149,7:56 - s
1209,Henrique De Mendona Vieira,7689,772,17:09 - s,877,157 reps - s,1734,94 reps - s,1255,204 reps - s,3051,0
1210,Carlos Oliveira,7690,1413,18:44 - s,2570,114 reps - s,2225,82 reps - s,711,220 reps - s,771,10:08 - s
1211,Diego Martinez,7692,1637,19:13 - s,1169,143 reps - s,307,167 reps - s,3307,0,1272,11:31 - s
1212,Alan Kozyreff,7694,1580,19:05 - s,2018,125 reps - s,1799,94 reps - s,729,220 reps - s,1568,12:21 - s
1213,Gabriel Odorizzi,7703,1311,18:32 - s,348,180 reps - s,3501,0,874,216 reps - s,1669,12:40 - s
1214,Elbio Leiguez Junior,7708,1705,19:21 - s,1604,136 reps - s,1367,105 reps - s,1959,187 reps - s,1073,10:58 - s
1215,Matheus Pontes,7718,843,17:18 - s,2111,123 reps - s,1624,96 reps - s,973,212 reps - s,2167,14:42 - s
1216,Andrew Williams,7724,309,15:23 - s,1844,129 reps - s,3501,0,1292,203 reps - s,778,10:10 - s
1217,Matheus Santos,7727,1849,19:36 - s,1271,141 reps - s,2517,69 reps - s,1010,211 reps - s,1080,10:59 - s
1218,Alex Moraes,7733,2446,216 reps - s,1826,130 reps - s,284,168 reps - s,1269,204 reps - s,1908,13:34 - s
1219,Ricardo Guerreiro,7736,3076,196 reps - s,1768,133 reps - s,707,133 reps - s,1310,203 reps - s,875,10:27 - s
1220,Antonio Bueno,7737,2244,221 reps - s,1800,131 reps - s,1203,107 reps - s,1583,196 reps - s,907,10:32 - s
1221,Glebio Ruligan,7739,67,13:50 - s,11,241 reps - s,3501,0,1109,208 reps - s,3051,0
1222,Giles Shaxted,7743,1740,19:25 - s,2418,117 reps - s,862,130 reps - s,1539,197 reps - s,1184,11:18 - s
1223,Joo Henrique Marsola Cristovam,7744,2752,210 reps - s,654,170 reps - s,1721,95 reps - s,754,220 reps - s,1863,13:24 - s
1224,Rafael Matos Dias,7747,190,14:49 - s,1365,141 reps - s,2623,68 reps - s,518,231 reps - s,3051,0
1225,William Maldonado,7752,1919,19:42 - s,2113,123 reps - s,2184,82 reps - s,850,217 reps - s,686,9:55 - s
1226,Raul Mayorga,7753,1235,18:21 - s,2131,122 reps - s,1986,92 reps - s,914,215 reps - s,1487,12:07 - s
1227,Danilo Souza,7760,1594,19:07 - s,903,156 reps - s,684,136 reps - s,3307,0,1272,11:31 - s
1227,Fernando Nascimento,7760,1043,17:53 - s,1906,128 reps - s,2361,71 reps - s,1187,205 reps - s,1263,11:29 - s
1229,Angelo Farias da Silva,7763,1571,19:04 - s,1001,148 reps - s,954,127 reps - s,3307,0,930,10:36 - s
1230,Eduardo Ponce,7765,1443,18:48 - s,1666,136 reps - s,2442,70 reps - s,1610,195 reps - s,604,9:40 - s
1231,Joan Rodriguez,7772,1883,19:39 - s,1269,141 reps - s,1449,104 reps - s,1225,205 reps - s,1946,13:44 - s
1232,Claudinei Silva,7773,235,15:02 - s,422,177 reps - s,3501,0,564,229 reps - s,3051,0
1233,Tiago Cardozo,7774,1919,19:42 - s,1837,129 reps - s,1404,104 reps - s,1791,190 reps - s,823,10:18 - s
1234,Cristian Torres,7776,1506,18:55 - s,761,163 reps - s,527,143 reps - s,1931,188 reps - s,3051,0
1235,Felipe Fritoli,7779,2329,219 reps - s,1485,138 reps - s,999,119 reps - s,2123,182 reps - s,843,10:22 - s
1236,Alberto Sogayar,7789,1351,18:37 - s,261,193 reps - s,3443,43 reps - s,2289,176 reps - s,445,9:10 - s
1237,Augusto Fontana,7800,4219,0,971,150 reps - s,916,129 reps - s,292,243 reps - s,1402,11:52 - s
1238,Rafael Renaldim,7803,2334,219 reps - s,1233,141 reps - s,1722,95 reps - s,965,212 reps - s,1549,12:17 - s
1239,Renato Quirino,7815,2104,19:58 - s,2890,107 reps - s,1170,107 reps - s,639,225 reps - s,1012,10:50 - s
1239,Luca Pastorello,7815,1303,18:31 - s,872,158 reps - s,1432,104 reps - s,2352,173 reps - s,1856,13:23 - s
1241,Rafael Caye,7825,3516,176 reps - s,1991,125 reps - s,1455,104 reps - s,571,229 reps - s,292,8:34 - s
1242,Lendel Monteiro,7832,707,16:58 - s,387,180 reps - s,380,156 reps - s,3307,0,3051,0
1243,Leonardo Abdala,7837,2884,203 reps - s,1452,138 reps - s,786,131 reps - s,1656,195 reps - s,1059,10:56 - s
1244,Sebastian Salazar,7841,1167,18:13 - s,470,175 reps - s,3501,0,1034,210 reps - s,1669,12:40 - s
1244,Ferdinando Fiche,7841,1474,18:51 - s,1677,136 reps - s,1475,104 reps - s,1538,197 reps - s,1677,12:42 - s
1246,Vitor Kiffer,7849,2483,215 reps - s,2302,119 reps - s,573,142 reps - s,1228,205 reps - s,1263,11:29 - s
1246,Manuel Poroj,7849,1099,18:01 - s,1762,133 reps - s,2182,82 reps - s,2178,180 reps - s,628,9:45 - s
1246,Carlos Melo,7849,1381,18:41 - s,746,163 reps - s,972,120 reps - s,3307,0,1443,12:00 - s
1249,Ivan Morales,7851,2629,212 reps - s,1985,125 reps - s,291,167 reps - s,1259,204 reps - s,1687,12:44 - s
1250,Paulo Cardoso,7852,2736,210 reps - s,2213,121 reps - s,791,131 reps - s,893,215 reps - s,1219,11:22 - s
1251,Ariquenio Turcheto,7864,379,15:43 - s,387,180 reps - s,740,131 reps - s,3307,0,3051,0
1252,Joo Pedro Muzilli,7868,4219,0,1071,146 reps - s,984,119 reps - s,1017,211 reps - s,577,9:36 - s
1253,Prsio Ramos,7871,504,16:12 - s,1666,136 reps - s,2696,67 reps - s,1256,204 reps - s,1749,12:56 - s
1254,Gustavo Perpetuo,7874,4219,0,952,151 reps - s,650,141 reps - s,1483,199 reps - s,570,9:35 - s
1255,Rafael Lugo,7876,2439,216 reps - s,1841,129 reps - s,812,130 reps - s,1638,195 reps - s,1146,11:11 - s
1256,Pedro Leon,7887,1040,17:52 - s,2706,112 reps - s,1701,95 reps - s,1199,205 reps - s,1241,11:27 - s
1257,Mario Junior,7895,2170,223 reps - s,1086,146 reps - s,2773,61 reps - s,830,218 reps - s,1036,10:53 - s
1258,Carlos Salmazzi,7916,1136,18:06 - s,1633,136 reps - s,870,130 reps - s,2043,185 reps - s,2234,15:02 - s
1259,Jose Antonio,7917,217,14:58 - s,3882,0,380,156 reps - s,387,238 reps - s,3051,0
1260,Dominic Migliaccio,7918,866,17:23 - s,3882,0,898,129 reps - s,1183,205 reps - s,1089,11:01 - s
1261,William Velazquez,7919,1181,18:15 - s,1365,141 reps - s,1131,117 reps - s,1191,205 reps - s,3051,0
1262,Guilherme Carvalho,7924,1054,17:55 - s,2821,107 reps - s,2236,81 reps - s,705,221 reps - s,1108,11:04 - s
1263,Luiz Alcoforado,7925,1265,18:25 - s,1677,136 reps - s,3335,44 reps - s,583,228 reps - s,1065,10:57 - s
1263,Alvaro Molinari,7925,1705,19:21 - s,2858,107 reps - s,1436,104 reps - s,1277,204 reps - s,649,9:48 - s
1265,Martonio Saboia junior,7927,2745,210 reps - s,1626,136 reps - s,1670,95 reps - s,383,238 reps - s,1503,12:09 - s
1266,Josue Ortiz,7929,2720,210 reps - s,1468,138 reps - s,817,130 reps - s,1876,189 reps - s,1048,10:55 - s
1267,Paulo Bassi,7934,1381,18:41 - s,2010,125 reps - s,632,141 reps - s,2529,165 reps - s,1382,11:49 - s
1268,Evandro Taira Silva,7936,1167,18:13 - s,1174,143 reps - s,359,166 reps - s,2185,180 reps - s,3051,0
1269,Gustavo Armando Vzquez,7940,1146,18:08 - s,3882,0,794,131 reps - s,1849,190 reps - s,269,8:30 - s
1270,Ryan Schroeder,7949,425,15:53 - s,2382,117 reps - s,1112,117 reps - s,3307,0,723,9:59 - s
1271,Miguel Alves De Junior,7952,3243,189 reps - s,1109,146 reps - s,1495,104 reps - s,659,224 reps - s,1446,12:01 - s
1272,Bruno Antunes,7955,1546,18:59 - s,1866,128 reps - s,1415,104 reps - s,1625,195 reps - s,1503,12:09 - s
1273,Igor Machado,7958,2024,19:51 - s,1351,141 reps - s,601,141 reps - s,2261,177 reps - s,1721,12:50 - s
1274,Luiz Fernando Tenfen,7959,379,15:43 - s,593,170 reps - s,629,141 reps - s,3307,0,3051,0
1275,Jorge Laboy,7961,355,15:35 - s,2108,123 reps - s,3026,57 reps - s,616,226 reps - s,1856,13:23 - s
1276,William Dias,7982,1432,18:46 - s,2173,122 reps - s,653,141 reps - s,673,223 reps - s,3051,0
1277,Luis Martinez,7986,826,17:16 - s,1892,128 reps - s,706,133 reps - s,2598,162 reps - s,1964,13:47 - s
1278,Milton Bello,7991,1765,19:28 - s,2246,120 reps - s,1203,107 reps - s,1296,203 reps - s,1481,12:06 - s
1279,Luis Pedroso,7996,261,15:09 - s,706,167 reps - s,2742,65 reps - s,1236,205 reps - s,3051,0
1280,Mauricio Chaparro,8005,1113,18:03 - s,2159,122 reps - s,1900,93 reps - s,1632,195 reps - s,1201,11:20 - s
1281,Rafael Bastazini,8007,1705,19:21 - s,2428,117 reps - s,767,131 reps - s,1589,196 reps - s,1518,12:12 - s
1282,Maximiliano Potenza,8008,3663,169 reps - s,1365,141 reps - s,1097,117 reps - s,322,241 reps - s,1561,12:20 - s
1282,Rodrigo Budag,8008,530,16:18 - s,2113,123 reps - s,1691,95 reps - s,1222,205 reps - s,2452,16:17 - s
1284,Leo Ramirez,8014,1626,19:11 - s,1151,145 reps - s,585,142 reps - s,3307,0,1345,11:43 - s
1285,Edward Vicens,8015,2206,222 reps - s,1396,140 reps - s,1803,94 reps - s,1171,206 reps - s,1439,11:59 - s
1286,Leonardo Jesus,8017,2375,218 reps - s,1666,136 reps - s,842,130 reps - s,1950,187 reps - s,1184,11:18 - s
1287,Adalberto Vieira Junior,8019,1903,19:41 - s,113,209 reps - s,1959,92 reps - s,993,212 reps - s,3051,0
1288,Cludio Melo,8025,1562,19:03 - s,2885,107 reps - s,1568,96 reps - s,1390,201 reps - s,620,9:44 - s
1289,Jonas Henrique de Andrade,8028,2752,210 reps - s,1254,141 reps - s,832,130 reps - s,1687,193 reps - s,1503,12:09 - s
1290,Nicols Cea,8029,3632,170 reps - s,1566,136 reps - s,808,130 reps - s,257,245 reps - s,1766,13:00 - s
1291,Roger Barra Figueiredo,8032,626,16:41 - s,451,175 reps - s,3501,0,403,237 reps - s,3051,0
1292,Guilherme Nasuk,8037,396,15:48 - s,418,177 reps - s,865,130 reps - s,3307,0,3051,0
1293,Nathan Czapla,8039,968,17:39 - s,1651,136 reps - s,1621,96 reps - s,1728,192 reps - s,2071,14:15 - s
1294,Jose Moreno,8041,1562,19:03 - s,3237,92 reps - s,1091,117 reps - s,1198,205 reps - s,953,10:40 - s
1295,Douglas Assumpo,8042,2134,20:00 - s,2647,112 reps - s,1187,107 reps - s,1067,209 reps - s,1007,10:49 - s
1296,Joo Victor Galera,8049,2085,19:57 - s,1871,128 reps - s,249,178 reps - s,1773,191 reps - s,2071,14:15 - s
1296,Marcelo Pedemonte,8049,334,15:30 - s,980,149 reps - s,377,156 reps - s,3307,0,3051,0
1298,Gabriel Pereira,8051,1517,18:56 - s,1815,131 reps - s,2158,83 reps - s,795,219 reps - s,1766,13:00 - s
1299,Jean Souza,8058,2227,221 reps - s,1399,140 reps - s,2690,67 reps - s,653,224 reps - s,1089,11:01 - s
1300,Sebastian Ramirez,8060,2532,214 reps - s,1402,140 reps - s,915,129 reps - s,1701,193 reps - s,1510,12:10 - s
1301,Hugh McCaffrey,8061,1157,18:10 - s,1482,138 reps - s,2416,70 reps - s,1553,197 reps - s,1453,12:03 - s
1302,Guilherme Egashira,8064,2311,219 reps - s,1483,138 reps - s,1707,95 reps - s,937,214 reps - s,1626,12:31 - s
1303,Diego Oaxaca,8066,1758,19:27 - s,1592,136 reps - s,1192,107 reps - s,2202,180 reps - s,1322,11:40 - s
1304,Felipe Buriola Andal,8069,1933,19:43 - s,616,170 reps - s,1771,94 reps - s,1927,188 reps - s,1822,13:14 - s
1305,Ddelei Mingardi,8070,1868,19:38 - s,1303,141 reps - s,3501,0,620,226 reps - s,778,10:10 - s
1306,Igor Polizer,8073,551,16:23 - s,1724,135 reps - s,3037,56 reps - s,2116,182 reps - s,645,9:47 - s
1307,Fabin Reyes Prieto,8077,592,16:33 - s,1285,141 reps - s,2925,58 reps - s,1681,194 reps - s,1594,12:25 - s
1308,Erick Norat,8085,1157,18:10 - s,1854,128 reps - s,1776,94 reps - s,1704,193 reps - s,1594,12:25 - s
1309,Juan Pablo Cota Samaue,8094,934,17:33 - s,857,159 reps - s,2846,59 reps - s,1963,187 reps - s,1494,12:08 - s
1310,Gil Zacharias,8095,3352,183 reps - s,1799,131 reps - s,54,20:16 - s,2162,181 reps - s,728,10:00 - s
1311,Joo Marcio Simari,8096,4219,0,338,182 reps - s,364,166 reps - s,124,257 reps - s,3051,0
1312,Alvaro Saenz,8097,1443,18:48 - s,1290,141 reps - s,2080,88 reps - s,1479,199 reps - s,1805,13:10 - s
1313,Guilherme Soares,8099,2575,213 reps - s,2084,123 reps - s,964,123 reps - s,1590,196 reps - s,886,10:28 - s
1314,Nicolas Ferreira,8105,3314,185 reps - s,2645,112 reps - s,1318,105 reps - s,499,232 reps - s,329,8:44 - s
1314,Maurcio Santos,8105,1752,19:26 - s,1504,137 reps - s,1623,96 reps - s,1931,188 reps - s,1295,11:36 - s
1316,Fernando Navarro,8107,4219,0,1969,126 reps - s,497,154 reps - s,665,223 reps - s,757,10:05 - s
1317,Jose Carlos Barreto Junior,8111,2034,19:52 - s,2580,113 reps - s,1357,105 reps - s,913,215 reps - s,1227,11:24 - s
1318,Emiliano Ortiz,8120,2104,19:58 - s,1516,137 reps - s,2094,86 reps - s,1531,198 reps - s,875,10:27 - s
1319,Gianpaulo Fogagnoli,8122,2194,222 reps - s,2918,106 reps - s,477,154 reps - s,653,224 reps - s,1880,13:27 - s
1320,Ravi Quevedo,8125,1019,17:48 - s,1365,141 reps - s,948,129 reps - s,1742,192 reps - s,3051,0
1321,Marcelo Celin,8127,609,16:38 - s,2554,114 reps - s,511,144 reps - s,3307,0,1146,11:11 - s
1322,Luiz Pinheiro,8133,1620,19:10 - s,2077,123 reps - s,1308,105 reps - s,1819,190 reps - s,1309,11:37 - s
1323,Paulo Schneider,8138,1083,18:00 - s,1818,130 reps - s,1526,101 reps - s,2020,185 reps - s,1691,12:45 - s
1324,Fbio Triffoni Roncaratti,8147,2296,220 reps - s,1566,136 reps - s,1386,105 reps - s,1246,205 reps - s,1653,12:36 - s
1325,Jonathan Hernndez,8148,623,16:40 - s,1666,136 reps - s,3337,44 reps - s,2015,185 reps - s,507,9:25 - s
1326,Ricardo Martins,8149,4219,0,1303,141 reps - s,1162,107 reps - s,779,220 reps - s,686,9:55 - s
1327,Luis Felipe,8150,1799,19:31 - s,973,150 reps - s,3501,0,1066,209 reps - s,811,10:16 - s
1327,Luiz Pereira,8150,2062,19:55 - s,1290,141 reps - s,2113,84 reps - s,1869,189 reps - s,816,10:17 - s
1329,Jefferson Goes,8151,371,15:40 - s,1421,139 reps - s,1838,93 reps - s,3307,0,1214,11:21 - s
1330,Guilherme Martins,8157,1311,18:32 - s,149,204 reps - s,3501,0,1053,210 reps - s,2143,14:37 - s
1331,Ivan Frota,8177,2430,216 reps - s,1203,142 reps - s,1597,96 reps - s,1675,194 reps - s,1272,11:31 - s
1332,Cesar Lozano,8180,403,15:49 - s,1906,128 reps - s,1660,95 reps - s,3307,0,904,10:31 - s
1333,David Tristan,8182,1903,19:41 - s,1433,139 reps - s,3018,57 reps - s,991,212 reps - s,837,10:21 - s
1334,Diego Zeferino,8186,1829,19:34 - s,1408,140 reps - s,939,129 reps - s,2665,158 reps - s,1345,11:43 - s
1335,Gustavo Garcia,8193,2052,19:54 - s,933,153 reps - s,1358,105 reps - s,1924,188 reps - s,1926,13:39 - s
1336,Willian Marasca,8195,1150,18:09 - s,2295,119 reps - s,1097,117 reps - s,2412,169 reps - s,1241,11:27 - s
1337,Fernando Quinto,8196,1241,18:22 - s,626,170 reps - s,1986,92 reps - s,3307,0,1036,10:53 - s
1338,Rafael Suarez,8197,1274,18:27 - s,1996,125 reps - s,1964,92 reps - s,1319,202 reps - s,1644,12:35 - s
1339,Arturo Suarez,8203,1413,18:44 - s,3415,85 reps - s,619,141 reps - s,1978,186 reps - s,778,10:10 - s
1340,Felipe Siqueira,8219,1099,18:01 - s,2250,120 reps - s,2890,59 reps - s,739,220 reps - s,1241,11:27 - s
1341,Gilder Poveda,8221,2722,210 reps - s,1089,146 reps - s,2558,68 reps - s,1103,208 reps - s,749,10:03 - s
1341,Thiago Duarte,8221,1665,19:17 - s,2379,117 reps - s,2000,92 reps - s,1008,211 reps - s,1169,11:15 - s
1343,Guillermo Velandia,8222,1293,18:30 - s,1458,138 reps - s,1116,117 reps - s,3307,0,1048,10:55 - s
1344,Sergio Flores,8225,409,15:50 - s,1250,141 reps - s,208,191 reps - s,3307,0,3051,0
1345,Erik Figueiredo,8231,2809,207 reps - s,1617,136 reps - s,1324,105 reps - s,1196,205 reps - s,1285,11:33 - s
1346,Pablo Salamano,8233,1150,18:09 - s,1162,144 reps - s,2843,59 reps - s,1615,195 reps - s,1463,12:04 - s
1346,Jose Carlos Lima,8233,1840,19:35 - s,1547,136 reps - s,1231,106 reps - s,1661,195 reps - s,1954,13:45 - s
1348,Freyser Barahona,8234,1705,19:21 - s,2125,122 reps - s,3206,48 reps - s,1004,211 reps - s,194,8:08 - s
1348,Aldo Alcantara,8234,1944,19:44 - s,1473,138 reps - s,3501,0,696,221 reps - s,620,9:44 - s
1350,Victor Priego,8238,391,15:46 - s,1776,132 reps - s,2980,57 reps - s,1092,208 reps - s,1999,13:56 - s
1351,Ivan Rodriguez,8254,1689,19:20 - s,3008,103 reps - s,731,132 reps - s,1451,200 reps - s,1375,11:48 - s
1352,Joo Alheiros,8260,2148,224 reps - s,1303,141 reps - s,1332,105 reps - s,1974,187 reps - s,1503,12:09 - s
1353,Lucas Carpini,8268,1455,18:49 - s,858,159 reps - s,1610,96 reps - s,2280,176 reps - s,2065,14:14 - s
1354,Ronaldo Schweder,8281,2495,215 reps - s,2007,125 reps - s,1484,104 reps - s,1172,206 reps - s,1123,11:07 - s
1355,Viken Boyadjian,8282,1613,19:09 - s,2836,107 reps - s,1257,106 reps - s,1309,203 reps - s,1267,11:30 - s
1356,Jonas Carvalho,8283,2264,220 reps - s,626,170 reps - s,1474,104 reps - s,868,216 reps - s,3051,0
1357,Romulo Regis,8285,1535,18:58 - s,1926,127 reps - s,1756,94 reps - s,691,221 reps - s,2377,15:49 - s
1358,Santiago Vargas,8287,1724,19:23 - s,2541,114 reps - s,1480,104 reps - s,1667,194 reps - s,875,10:27 - s
1359,Rodrigo Barbosa,8291,143,14:28 - s,470,175 reps - s,3501,0,3307,0,870,10:26 - s
1360,Guilherme Freitas,8293,4219,0,314,185 reps - s,146,203 reps - s,3191,110 reps - s,423,9:06 - s
1361,Jason Cucum,8298,2104,19:58 - s,2421,117 reps - s,1585,96 reps - s,1383,201 reps - s,805,10:15 - s
1361,Carlos Bacetti,8298,2104,19:58 - s,1677,136 reps - s,1691,95 reps - s,1778,191 reps - s,1048,10:55 - s
1363,Rafael Berges,8314,2120,19:59 - s,997,148 reps - s,228,179 reps - s,1918,188 reps - s,3051,0
1363,Luis Felipe Carlini,8314,866,17:23 - s,1598,136 reps - s,1499,104 reps - s,2127,182 reps - s,2224,15:00 - s
1365,Bruno Henrique Massarella,8315,1181,18:15 - s,1569,136 reps - s,2609,68 reps - s,1048,210 reps - s,1908,13:34 - s
1365,Clovis Constantino,8315,1322,18:33 - s,2700,112 reps - s,1906,93 reps - s,1160,206 reps - s,1227,11:24 - s
1365,Arnaldo Rivera,8315,1413,18:44 - s,2421,117 reps - s,1193,107 reps - s,1714,192 reps - s,1574,12:22 - s
1368,Jorge Luis Hernndez,8317,2669,211 reps - s,2163,122 reps - s,481,154 reps - s,1451,200 reps - s,1553,12:18 - s
1369,Jorge De la Rosa,8319,2562,213 reps - s,1823,130 reps - s,1383,105 reps - s,1764,191 reps - s,787,10:11 - s
1370,Edgar Pea,8325,589,16:32 - s,835,161 reps - s,3501,0,3307,0,93,7:35 - s
1371,Erick Arreaga,8327,1026,17:50 - s,1143,145 reps - s,1740,94 reps - s,2603,162 reps - s,1815,13:12 - s
1372,Thiago Tinen,8329,2986,200 reps - s,1756,133 reps - s,1354,105 reps - s,647,224 reps - s,1586,12:24 - s
1373,Lucas Junqueira,8330,3492,177 reps - s,1224,141 reps - s,721,132 reps - s,1365,201 reps - s,1528,12:13 - s
1374,Paulo Junior,8331,1371,18:40 - s,1506,137 reps - s,2235,81 reps - s,1211,205 reps - s,2008,14:00 - s
1375,Ricardo Janeczko Jr.,8347,1432,18:46 - s,2011,125 reps - s,2385,70 reps - s,1547,197 reps - s,972,10:43 - s
1376,Samuel Augusto,8355,1571,19:04 - s,957,151 reps - s,3501,0,940,214 reps - s,1386,11:50 - s
1377,Nicholas Candido,8360,1849,19:36 - s,1071,146 reps - s,2044,92 reps - s,1786,191 reps - s,1610,12:28 - s
1378,Felipe Santos,8361,1673,19:18 - s,1302,141 reps - s,2433,70 reps - s,1058,210 reps - s,1895,13:30 - s
1379,Jaldo Junior,8363,3340,184 reps - s,1963,126 reps - s,900,129 reps - s,469,234 reps - s,1691,12:45 - s
1380,Jose Augusto Lofiego,8366,2024,19:51 - s,1344,141 reps - s,2520,69 reps - s,1084,209 reps - s,1394,11:51 - s
1381,Ricardo Miluzzi,8370,1043,17:53 - s,3622,78 reps - s,1161,107 reps - s,2121,182 reps - s,423,9:06 - s
1382,Cristiano Falco,8375,2315,219 reps - s,1801,131 reps - s,1263,106 reps - s,1885,188 reps - s,1111,11:05 - s
1383,Marcus Vinicius Baltes Maia,8376,1903,19:41 - s,1339,141 reps - s,3126,55 reps - s,1111,208 reps - s,897,10:30 - s
1384,David Abarca,8378,1734,19:24 - s,848,160 reps - s,2108,84 reps - s,637,225 reps - s,3051,0
1385,Rodrigo Alimento,8379,2381,218 reps - s,2601,113 reps - s,1306,105 reps - s,853,217 reps - s,1238,11:26 - s
1386,Mauro Azevedo,8383,607,16:37 - s,2266,120 reps - s,3332,44 reps - s,1244,205 reps - s,934,10:37 - s
1387,Fbio Luiz Pereira de Oliveira,8384,1083,18:00 - s,878,157 reps - s,3501,0,1738,192 reps - s,1184,11:18 - s
1388,Jhuan Pacheco,8386,1403,18:43 - s,1645,136 reps - s,3501,0,618,226 reps - s,1219,11:22 - s
1389,Guilherme Fraga Segundo,8391,2799,208 reps - s,1349,141 reps - s,1053,118 reps - s,1137,207 reps - s,2053,14:11 - s
1390,Otilio Neiva,8392,2440,216 reps - s,2200,121 reps - s,1744,94 reps - s,1335,202 reps - s,673,9:53 - s
1391,Francisco Hernndez,8404,1637,19:13 - s,740,164 reps - s,2407,70 reps - s,569,229 reps - s,3051,0
1392,Lucas Santos de Lima,8406,2417,217 reps - s,1265,141 reps - s,2112,84 reps - s,952,213 reps - s,1660,12:37 - s
1393,Antonio Junior,8409,2544,214 reps - s,2153,122 reps - s,652,141 reps - s,1779,191 reps - s,1281,11:32 - s
1394,Gabriel Figueiredo,8411,1808,19:32 - s,1351,141 reps - s,1213,107 reps - s,988,212 reps - s,3051,0
1395,Miguel Angel Paniagua Garcia,8412,880,17:24 - s,1923,127 reps - s,1156,108 reps - s,3307,0,1146,11:11 - s
1396,Jorge Talarico,8414,2699,210 reps - s,1857,128 reps - s,790,131 reps - s,1635,195 reps - s,1433,11:58 - s
1397,Jose Guerra,8421,2246,221 reps - s,1473,138 reps - s,1575,96 reps - s,2290,175 reps - s,837,10:21 - s
1398,Angelo Generoso,8434,826,17:16 - s,2555,114 reps - s,1986,92 reps - s,1528,198 reps - s,1539,12:15 - s
1399,Wagner Ettinger,8441,101,14:09 - s,966,150 reps - s,1016,119 reps - s,3307,0,3051,0
1399,Mauricio Diaz,8441,685,16:53 - s,2231,120 reps - s,3501,0,1246,205 reps - s,778,10:10 - s
1401,Bruno Martins,8448,1199,18:17 - s,3882,0,414,155 reps - s,1815,190 reps - s,1138,11:10 - s
1402,Silvio Crepaldi Junior,8452,2975,200 reps - s,1313,141 reps - s,729,132 reps - s,1726,192 reps - s,1709,12:48 - s
1403,Jahir Jalil,8461,485,16:09 - s,962,150 reps - s,656,141 reps - s,3307,0,3051,0
1404,Lizandro Matallana,8465,2160,224 reps - s,1851,128 reps - s,2520,69 reps - s,798,219 reps - s,1136,11:09 - s
1405,Victor Barreto,8466,602,16:36 - s,2224,120 reps - s,1116,117 reps - s,1473,199 reps - s,3051,0
1406,Gerson Bojalil,8468,2275,220 reps - s,1810,131 reps - s,1628,96 reps - s,1237,205 reps - s,1518,12:12 - s
1407,Vinicius Silva,8469,1562,19:03 - s,1677,136 reps - s,2102,85 reps - s,1468,199 reps - s,1660,12:37 - s
1408,Sean Lilley,8471,419,15:52 - s,2137,122 reps - s,1958,92 reps - s,2685,157 reps - s,1272,11:31 - s
1408,Mariane Santos,8471,1439,18:47 - s,3543,81 reps - s,497,154 reps - s,1647,195 reps - s,1345,11:43 - s
1410,Miguel Franco,8472,2381,218 reps - s,1802,131 reps - s,1356,105 reps - s,1094,208 reps - s,1839,13:19 - s
1411,Manfred Roca,8475,1644,19:14 - s,2412,117 reps - s,1030,118 reps - s,1515,198 reps - s,1874,13:26 - s
1412,Gaston Lanzinetti,8476,1288,18:29 - s,1167,144 reps - s,2893,59 reps - s,1441,200 reps - s,1687,12:44 - s
1413,Bruno Giglio,8479,1775,19:29 - s,1784,132 reps - s,2793,60 reps - s,943,213 reps - s,1184,11:18 - s
1414,Irwing Gazola,8482,2002,19:50 - s,1886,128 reps - s,1608,96 reps - s,1176,206 reps - s,1810,13:11 - s
1415,Clay Dupuy,8484,2712,210 reps - s,1760,133 reps - s,1430,104 reps - s,1095,208 reps - s,1487,12:07 - s
