Rank,Name,Points,17.1 rank,17.1 score,17.2 rank,17.2 score,17.3 rank,17.3 score,17.4 rank,17.4 score,17.5 rank,17.5 score,
240,Jonathan Jordan,1922,436,18:35 - s,467,140 reps - s,431,117 reps - s,389,207 reps - s,199,9:33 - s
241,Eugene Tweedy,1928,336,17:54 - s,75,184 reps - s,301,132 reps - s,67,247 reps - s,1149,19:09 - s
242,Charles Shaw,1934,41,14:37 - s,85,180 reps - s,383,121 reps - s,1314,0,111,8:57 - s
243,Kyle Farmer,1937,87,15:29 - s,583,133 reps - s,375,129 reps - s,351,209 reps - s,541,11:55 - s
244,Aaron Burggraf,1944,1192,199 reps - s,67,189 reps - s,144,166 reps - s,105,240 reps - s,436,11:13 - s
244,Jackson Doyle,1944,621,19:24 - s,142,173 reps - s,729,94 reps - s,156,233 reps - s,296,10:10 - s
246,John Baum,1945,304,17:41 - s,102,178 reps - s,437,117 reps - s,818,186 reps - s,284,10:07 - s
247,Carl Jones,1950,518,18:58 - s,536,136 reps - s,604,104 reps - s,248,220 reps - s,44,8:03 - s
248,Brian Carver,1956,910,216 reps - s,476,139 reps - s,263,141 reps - s,192,227 reps - s,115,8:58 - s
249,William Young,1967,608,19:21 - s,404,142 reps - s,397,119 reps - s,328,211 reps - s,230,9:43 - s
250,Jeremy Arkin,1968,548,19:07 - s,383,144 reps - s,649,96 reps - s,193,227 reps - s,195,9:32 - s
250,Chuck Michalesko,1968,285,17:35 - s,234,165 reps - s,684,95 reps - s,273,216 reps - s,492,11:35 - s
252,Tommy Webb,1972,562,19:10 - s,715,123 reps - s,427,117 reps - s,157,233 reps - s,111,8:57 - s
253,Jonathan Kohut,1973,604,19:20 - s,553,136 reps - s,444,117 reps - s,215,223 reps - s,157,9:16 - s
254,Paul Gadola,1980,25,13:55 - s,62,193 reps - s,1269,45 reps - s,222,221 reps - s,402,10:59 - s
255,Michael Frazetta,1986,439,18:36 - s,282,157 reps - s,511,105 reps - s,355,209 reps - s,399,10:58 - s
256,Eric Torrey,1992,495,18:53 - s,79,183 reps - s,909,80 reps - s,302,214 reps - s,207,9:36 - s
257,Steve Balog,1998,608,19:21 - s,190,170 reps - s,755,93 reps - s,117,239 reps - s,328,10:27 - s
258,Mike Linder,2000,105,15:45 - s,203,169 reps - s,960,69 reps - s,145,235 reps - s,587,12:18 - s
259,Aaron Rapp,2016,176,16:36 - s,212,168 reps - s,585,104 reps - s,719,192 reps - s,324,10:25 - s
259,Michael Giovanetti,2016,692,19:39 - s,418,141 reps - s,260,141 reps - s,468,203 reps - s,178,9:26 - s
261,Shayne Summerfield,2023,84,15:28 - s,1206,85 reps - s,109,178 reps - s,88,243 reps - s,536,11:53 - s
261,John O'Sullivan,2023,399,18:22 - s,1059,102 reps - s,196,154 reps - s,85,244 reps - s,284,10:07 - s
263,Austin King,2028,219,17:04 - s,157,172 reps - s,131,167 reps - s,1314,0,207,9:36 - s
264,Tim Hastings,2039,621,19:24 - s,169,171 reps - s,304,132 reps - s,493,202 reps - s,452,11:20 - s
265,Peter Scarola,2049,425,18:30 - s,353,146 reps - s,360,129 reps - s,449,204 reps - s,462,11:23 - s
266,Hunter Langholz,2058,664,19:34 - s,274,159 reps - s,491,106 reps - s,255,218 reps - s,374,10:47 - s
267,Rusty Ange,2060,333,17:53 - s,361,146 reps - s,665,96 reps - s,421,205 reps - s,280,10:04 - s
268,Daniel Gbur,2077,155,16:21 - s,600,130 reps - s,736,94 reps - s,230,220 reps - s,356,10:38 - s
269,Sean Reincke,2085,304,17:41 - s,418,141 reps - s,859,83 reps - s,187,228 reps - s,317,10:20 - s
270,Larry Kuhn,2087,844,220 reps - s,492,138 reps - s,195,154 reps - s,387,207 reps - s,169,9:20 - s
271,Jeffrey Beck,2101,329,17:52 - s,690,124 reps - s,22,20:40 - s,439,204 reps - s,621,12:31 - s
272,John Gable,2111,190,16:47 - s,1084,96 reps - s,257,141 reps - s,100,241 reps - s,480,11:30 - s
273,Matthew Barnes,2114,988,213 reps - s,207,168 reps - s,428,117 reps - s,236,220 reps - s,255,9:51 - s
274,Cameron Pusateri,2117,490,18:52 - s,1151,89 reps - s,44,24:00 - s,202,225 reps - s,230,9:43 - s
275,Jeffrey Lambright,2120,336,17:54 - s,847,116 reps - s,294,132 reps - s,193,227 reps - s,450,11:19 - s
276,Seth Moore,2123,38,14:33 - s,74,184 reps - s,334,130 reps - s,427,205 reps - s,1250,0
277,Ryan Gillon,2126,1132,204 reps - s,243,163 reps - s,34,23:04 - s,586,198 reps - s,131,9:05 - s
278,Gus Towers,2127,43,14:41 - s,233,165 reps - s,309,131 reps - s,1314,0,228,9:42 - s
279,Jeffrey Konoza,2137,206,16:59 - s,386,144 reps - s,50,209 reps - s,245,220 reps - s,1250,0
280,John Stewart,2139,131,16:06 - s,384,144 reps - s,688,95 reps - s,579,198 reps - s,357,10:39 - s
281,Zach Colgan,2140,103,15:43 - s,190,170 reps - s,89,191 reps - s,1314,0,444,11:16 - s
281,Brandon Whitlow,2140,647,19:29 - s,252,162 reps - s,270,141 reps - s,258,217 reps - s,713,13:02 - s
283,Wayne Sadlowski,2147,812,221 reps - s,472,139 reps - s,97,179 reps - s,454,203 reps - s,312,10:17 - s
284,Masamichi Derin,2152,403,18:24 - s,458,140 reps - s,834,85 reps - s,315,213 reps - s,142,9:08 - s
284,Ken Mooney,2152,363,18:04 - s,283,157 reps - s,653,96 reps - s,495,202 reps - s,358,10:40 - s
286,Nicholas Latch,2153,318,17:45 - s,54,196 reps - s,800,92 reps - s,371,208 reps - s,610,12:26 - s
287,Darryl McJilton,2157,439,18:36 - s,214,167 reps - s,1367,6 reps - s,84,244 reps - s,53,8:20 - s
288,Chad Linker,2160,451,18:39 - s,270,161 reps - s,1308,43 reps - s,54,251 reps - s,77,8:32 - s
289,David Markley,2164,439,18:36 - s,679,124 reps - s,546,105 reps - s,195,226 reps - s,305,10:15 - s
290,Ruben Santay,2165,497,18:54 - s,621,128 reps - s,810,92 reps - s,140,235 reps - s,97,8:49 - s
291,Sean Baird,2166,641,19:28 - s,726,122 reps - s,87,191 reps - s,268,217 reps - s,444,11:16 - s
292,Alex Patton,2171,484,18:50 - s,530,136 reps - s,445,117 reps - s,345,210 reps - s,367,10:44 - s
293,Matthew McGuirk,2173,534,19:05 - s,331,149 reps - s,255,141 reps - s,498,202 reps - s,555,12:01 - s
294,Edward Montgomery,2175,614,19:22 - s,334,148 reps - s,486,106 reps - s,377,207 reps - s,364,10:42 - s
295,Andrew Pulliam,2176,700,19:40 - s,493,138 reps - s,597,104 reps - s,241,220 reps - s,145,9:10 - s
296,Brett Mann,2184,256,17:21 - s,480,139 reps - s,365,129 reps - s,725,191 reps - s,358,10:40 - s
297,Scott Perong,2203,128,16:03 - s,1543,0,137,166 reps - s,99,241 reps - s,296,10:10 - s
298,Deron Coleman,2207,242,17:13 - s,362,146 reps - s,242,142 reps - s,1314,0,47,8:07 - s
299,Phillip Wygans,2213,223,17:05 - s,1164,88 reps - s,409,118 reps - s,369,208 reps - s,48,8:09 - s
300,Tim Redd,2225,283,17:34 - s,909,113 reps - s,447,117 reps - s,228,221 reps - s,358,10:40 - s
301,Steve Brown,2226,189,16:46 - s,271,161 reps - s,608,104 reps - s,398,206 reps - s,760,13:21 - s
302,Omar Freire,2230,383,18:14 - s,778,120 reps - s,110,178 reps - s,560,199 reps - s,399,10:58 - s
303,Jim Pierce,2233,803,222 reps - s,298,154 reps - s,382,121 reps - s,655,195 reps - s,95,8:48 - s
304,Jacob Favaro,2237,184,16:43 - s,766,120 reps - s,725,94 reps - s,174,230 reps - s,388,10:54 - s
305,Michael Carr,2240,40,14:36 - s,9,221 reps - s,893,80 reps - s,887,182 reps - s,411,11:02 - s
305,Kevin Undeck,2240,292,17:38 - s,463,140 reps - s,108,178 reps - s,1314,0,63,8:24 - s
307,David Gartner,2242,947,215 reps - s,437,141 reps - s,27,21:27 - s,180,229 reps - s,651,12:40 - s
308,Jason Blackwell,2243,582,19:14 - s,391,144 reps - s,393,119 reps - s,451,204 reps - s,426,11:06 - s
309,Adam Jeckel,2247,490,18:52 - s,506,137 reps - s,407,118 reps - s,220,222 reps - s,624,12:32 - s
310,Liam Bray,2248,406,18:25 - s,263,162 reps - s,288,136 reps - s,41,255 reps - s,1250,0
311,Colin Padgett,2251,300,17:40 - s,235,165 reps - s,341,130 reps - s,125,237 reps - s,1250,0
312,Matthew Mielke,2257,135,16:07 - s,729,122 reps - s,626,100 reps - s,72,247 reps - s,695,12:56 - s
312,Amadeo Ferreira,2257,142,16:14 - s,427,141 reps - s,874,82 reps - s,270,217 reps - s,544,11:56 - s
314,Dusty Rhodes,2268,576,19:13 - s,378,145 reps - s,88,191 reps - s,591,198 reps - s,635,12:36 - s
315,Jeremy Edge,2277,591,19:16 - s,330,149 reps - s,576,104 reps - s,241,220 reps - s,539,11:54 - s
316,Farrell Wagner,2283,421,18:29 - s,312,152 reps - s,118,169 reps - s,294,214 reps - s,1138,18:54 - s
317,Jamie Kepley,2286,394,18:17 - s,819,118 reps - s,121,168 reps - s,413,205 reps - s,539,11:54 - s
318,David Stinson,2293,461,18:44 - s,322,150 reps - s,297,132 reps - s,784,188 reps - s,429,11:08 - s
319,Jonathan Levenson,2294,369,18:08 - s,356,146 reps - s,864,82 reps - s,190,227 reps - s,515,11:46 - s
320,Craig Ely,2296,520,18:59 - s,878,115 reps - s,417,117 reps - s,248,220 reps - s,233,9:44 - s
321,Steve Almstead,2302,124,15:59 - s,200,169 reps - s,1381,0,245,220 reps - s,352,10:37 - s
322,Jj Sabins,2304,339,17:55 - s,263,162 reps - s,720,94 reps - s,604,198 reps - s,378,10:50 - s
323,Randy Reeves,2326,1065,210 reps - s,375,145 reps - s,457,107 reps - s,251,219 reps - s,178,9:26 - s
324,John Huff,2338,283,17:34 - s,210,168 reps - s,1017,68 reps - s,241,220 reps - s,587,12:18 - s
325,Mark Madara,2339,881,217 reps - s,439,141 reps - s,176,154 reps - s,485,202 reps - s,358,10:40 - s
326,Danny Santiago,2345,1207,197 reps - s,261,162 reps - s,401,118 reps - s,276,216 reps - s,200,9:34 - s
327,Michael Gurgo,2348,497,18:54 - s,137,174 reps - s,881,82 reps - s,149,235 reps - s,684,12:52 - s
328,Grant Mendenhall,2356,557,19:09 - s,772,120 reps - s,317,131 reps - s,388,207 reps - s,322,10:23 - s
329,Charles Pittman,2357,409,18:26 - s,543,136 reps - s,389,119 reps - s,569,199 reps - s,447,11:17 - s
330,Barrett Lane,2359,153,16:20 - s,498,138 reps - s,999,68 reps - s,313,213 reps - s,396,10:57 - s
331,William Surles,2360,194,16:50 - s,351,146 reps - s,396,119 reps - s,484,203 reps - s,935,15:00 - s
332,Chris Peak,2365,1370,183 reps - s,273,160 reps - s,261,141 reps - s,408,206 reps - s,53,8:20 - s
333,Jeremy Green,2372,379,18:13 - s,894,114 reps - s,198,154 reps - s,549,200 reps - s,352,10:37 - s
334,Gregory Myers,2384,277,17:31 - s,804,118 reps - s,429,117 reps - s,619,197 reps - s,255,9:51 - s
335,Bellami Boyd,2385,614,19:22 - s,167,171 reps - s,116,178 reps - s,1314,0,174,9:23 - s
336,Thomas Billington,2388,453,18:40 - s,436,141 reps - s,271,141 reps - s,911,181 reps - s,317,10:20 - s
337,Jacob Nolan,2394,637,19:27 - s,35,204 reps - s,322,131 reps - s,647,195 reps - s,753,13:20 - s
338,Gabe Moliken,2401,720,19:45 - s,101,178 reps - s,227,142 reps - s,471,203 reps - s,882,14:20 - s
339,Chris Moore,2412,247,17:18 - s,502,137 reps - s,163,155 reps - s,1314,0,186,9:30 - s
340,Dan Keaton,2418,319,17:46 - s,990,107 reps - s,193,154 reps - s,430,205 reps - s,486,11:32 - s
340,Jay Follayttar,2418,358,18:02 - s,226,166 reps - s,678,95 reps - s,354,209 reps - s,802,13:36 - s
342,Mike Perry,2429,296,17:39 - s,659,126 reps - s,308,131 reps - s,434,205 reps - s,732,13:10 - s
343,Noah Byrd,2430,292,17:38 - s,294,155 reps - s,424,117 reps - s,170,230 reps - s,1250,0
344,Fernando Waldron,2433,588,19:15 - s,203,169 reps - s,676,95 reps - s,342,210 reps - s,624,12:32 - s
345,Seth Lehman,2437,458,18:42 - s,553,136 reps - s,171,155 reps - s,674,195 reps - s,581,12:15 - s
346,Henry Mirsky,2439,680,19:36 - s,350,146 reps - s,291,132 reps - s,483,203 reps - s,635,12:36 - s
347,Joshua Ewing,2443,571,19:12 - s,414,141 reps - s,372,129 reps - s,190,227 reps - s,896,14:34 - s
348,Rob Woyicki,2445,777,20:00 - s,912,112 reps - s,167,155 reps - s,323,212 reps - s,266,9:55 - s
349,Joe Zucchero,2449,534,19:05 - s,707,123 reps - s,112,178 reps - s,407,206 reps - s,689,12:54 - s
350,Barrett Walters,2450,704,19:41 - s,281,157 reps - s,587,104 reps - s,511,201 reps - s,367,10:44 - s
351,Isaac Basson,2456,953,215 reps - s,377,145 reps - s,25,21:10 - s,324,211 reps - s,777,13:27 - s
352,Dennis Valentino,2458,501,18:55 - s,553,136 reps - s,746,93 reps - s,345,210 reps - s,313,10:18 - s
353,Christopher Link,2464,229,17:07 - s,248,163 reps - s,238,142 reps - s,1314,0,435,11:12 - s
354,Michael Hargett,2476,119,15:57 - s,906,113 reps - s,697,95 reps - s,537,200 reps - s,217,9:39 - s
355,Ian Wright,2480,887,217 reps - s,349,146 reps - s,359,129 reps - s,664,195 reps - s,221,9:40 - s
356,Matt Crea,2487,762,19:57 - s,410,142 reps - s,151,166 reps - s,367,208 reps - s,797,13:34 - s
357,Chuck Bogden,2490,87,15:29 - s,190,170 reps - s,1348,42 reps - s,408,206 reps - s,457,11:21 - s
357,Aaron Kush,2490,480,18:49 - s,307,152 reps - s,1007,68 reps - s,525,200 reps - s,171,9:22 - s
359,Glen Lyle,2498,1256,192 reps - s,183,170 reps - s,812,92 reps - s,110,240 reps - s,137,9:07 - s
360,Nathaniel Altmiller,2499,1572,160 reps - s,363,146 reps - s,306,132 reps - s,95,242 reps - s,163,9:17 - s
360,Trei Saeler,2499,206,16:59 - s,407,142 reps - s,537,105 reps - s,486,202 reps - s,863,14:08 - s
362,Austin Trevino,2500,179,16:38 - s,220,167 reps - s,348,130 reps - s,1284,113 reps - s,469,11:25 - s
363,Charles Williams,2507,660,19:33 - s,238,164 reps - s,590,104 reps - s,312,213 reps - s,707,12:59 - s
364,Robert Pettry,2511,157,16:23 - s,645,127 reps - s,222,142 reps - s,237,220 reps - s,1250,0
365,John Hearne,2521,530,19:04 - s,254,162 reps - s,888,81 reps - s,245,220 reps - s,604,12:24 - s
366,Ben Carter,2524,614,19:22 - s,263,162 reps - s,1381,0,143,235 reps - s,123,9:03 - s
367,Michael Porterfield,2533,711,19:43 - s,3,234 reps - s,450,108 reps - s,233,220 reps - s,1136,18:50 - s
368,Dan Maguire,2534,196,16:53 - s,420,141 reps - s,372,129 reps - s,296,214 reps - s,1250,0
369,Andy Mcsweeney,2535,822,221 reps - s,533,136 reps - s,369,129 reps - s,447,204 reps - s,364,10:42 - s
370,Butch Leilich,2538,269,17:29 - s,369,145 reps - s,952,70 reps - s,169,230 reps - s,779,13:28 - s
371,Gene Dietrich,2541,378,18:12 - s,962,110 reps - s,376,129 reps - s,435,205 reps - s,390,10:55 - s
372,Aaron Moseman,2542,785,224 reps - s,883,114 reps - s,216,143 reps - s,235,220 reps - s,423,11:05 - s
373,Jeff Jager,2543,621,19:24 - s,539,136 reps - s,357,129 reps - s,630,196 reps - s,396,10:57 - s
374,Rick Lowery,2546,484,18:50 - s,695,124 reps - s,569,104 reps - s,466,203 reps - s,332,10:29 - s
375,Malachi Mcquien,2548,867,218 reps - s,516,137 reps - s,63,191 reps - s,726,191 reps - s,376,10:48 - s
376,Marcos Parisi,2549,45,14:43 - s,119,175 reps - s,1039,67 reps - s,96,241 reps - s,1250,0
377,William Lockwich,2554,358,18:02 - s,553,136 reps - s,424,117 reps - s,741,190 reps - s,478,11:29 - s
378,Rob Adams,2564,801,222 reps - s,216,167 reps - s,722,94 reps - s,618,197 reps - s,207,9:36 - s
379,Willie Goins,2570,664,19:34 - s,672,125 reps - s,98,179 reps - s,636,196 reps - s,500,11:40 - s
380,Hassan Douglin,2588,379,18:13 - s,508,137 reps - s,717,94 reps - s,535,200 reps - s,449,11:18 - s
381,Aaron Zimmerman,2592,672,19:35 - s,830,117 reps - s,332,130 reps - s,608,197 reps - s,150,9:14 - s
381,Ned Renzi,2592,403,18:24 - s,491,138 reps - s,226,142 reps - s,222,221 reps - s,1250,0
383,Alexey Artyuhovsky,2598,730,19:47 - s,721,123 reps - s,637,98 reps - s,259,217 reps - s,251,9:49 - s
384,Jordan Dalton,2608,110,15:47 - s,351,146 reps - s,664,96 reps - s,1148,153 reps - s,335,10:30 - s
385,Tony Carrato,2618,621,19:24 - s,688,124 reps - s,83,191 reps - s,645,196 reps - s,581,12:15 - s
386,Jeff Jarrell,2625,247,17:18 - s,1539,1 reps - s,443,117 reps - s,309,213 reps - s,87,8:37 - s
387,Weldon Garris,2633,627,19:25 - s,374,145 reps - s,194,154 reps - s,611,197 reps - s,827,13:46 - s
388,Jerry Shelton,2635,866,218 reps - s,834,117 reps - s,99,179 reps - s,425,205 reps - s,411,11:02 - s
389,Ben Gleason,2660,1,10:18 - s,1,249 reps - s,1381,0,27,263 reps - s,1250,0
390,Blayne Wachter,2661,413,18:27 - s,711,123 reps - s,656,96 reps - s,393,206 reps - s,488,11:33 - s
391,John Ditrick,2663,576,19:13 - s,121,175 reps - s,821,91 reps - s,487,202 reps - s,658,12:41 - s
392,Roger Bowers,2664,365,18:05 - s,599,131 reps - s,943,70 reps - s,524,200 reps - s,233,9:44 - s
393,Mike Kingery,2671,557,19:09 - s,617,128 reps - s,558,104 reps - s,327,211 reps - s,612,12:27 - s
394,Albert Ulak,2676,967,214 reps - s,611,129 reps - s,346,130 reps - s,171,230 reps - s,581,12:15 - s
395,Harry Ubele,2680,458,18:42 - s,605,130 reps - s,622,102 reps - s,356,209 reps - s,639,12:37 - s
396,Patrick Murphy,2682,475,18:48 - s,849,116 reps - s,524,105 reps - s,311,213 reps - s,523,11:48 - s
397,Dakota Ward,2685,272,17:30 - s,342,147 reps - s,204,144 reps - s,1314,0,553,12:00 - s
398,Aaron Scruggs,2686,723,19:46 - s,71,186 reps - s,1381,0,412,205 reps - s,99,8:50 - s
399,Krusher Ulovani,2691,453,18:40 - s,789,119 reps - s,402,118 reps - s,205,225 reps - s,842,13:54 - s
400,Nick Kundrat,2692,227,17:06 - s,145,173 reps - s,1381,0,473,203 reps - s,466,11:24 - s
401,Ty Lutz,2705,52,14:52 - s,488,138 reps - s,646,96 reps - s,698,193 reps - s,821,13:44 - s
402,Alexander Mastoris,2707,614,19:22 - s,355,146 reps - s,1381,0,205,225 reps - s,152,9:15 - s
403,Stuart Evans,2713,475,18:48 - s,719,123 reps - s,729,94 reps - s,648,195 reps - s,142,9:08 - s
404,Dave Gornall,2716,754,19:53 - s,1318,78 reps - s,40,23:40 - s,116,239 reps - s,488,11:33 - s
405,Lee Crane,2720,349,17:59 - s,156,172 reps - s,1381,0,508,201 reps - s,326,10:26 - s
406,Michael Palmer,2725,87,15:29 - s,543,136 reps - s,872,82 reps - s,526,200 reps - s,697,12:57 - s
406,Matt Scrabis,2725,272,17:30 - s,371,145 reps - s,404,118 reps - s,1314,0,364,10:42 - s
408,Reid Robol,2727,570,19:11 - s,1038,102 reps - s,475,107 reps - s,583,198 reps - s,61,8:23 - s
408,Ryan Kirkpatrick,2727,327,17:49 - s,320,151 reps - s,638,97 reps - s,754,190 reps - s,688,12:53 - s
410,Todd Taylor,2730,328,17:50 - s,519,136 reps - s,986,69 reps - s,558,199 reps - s,339,10:31 - s
411,Greg Huerbin,2731,501,18:55 - s,913,112 reps - s,748,93 reps - s,224,221 reps - s,345,10:33 - s
412,Rolando Benitez,2735,916,216 reps - s,795,119 reps - s,290,135 reps - s,446,204 reps - s,288,10:09 - s
413,Matthew Sneck,2750,312,17:43 - s,447,141 reps - s,441,117 reps - s,1036,170 reps - s,514,11:45 - s
414,Ash Behrens,2757,30,14:09 - s,1543,0,482,107 reps - s,435,205 reps - s,267,9:56 - s
415,Randy Callahan,2767,1277,191 reps - s,387,144 reps - s,236,142 reps - s,681,194 reps - s,186,9:30 - s
416,Jose Argueta,2768,534,19:05 - s,643,127 reps - s,545,105 reps - s,357,209 reps - s,689,12:54 - s
417,Justin Watson,2774,906,216 reps - s,713,123 reps - s,477,107 reps - s,339,210 reps - s,339,10:31 - s
418,Michael Cassidy,2777,1069,210 reps - s,424,141 reps - s,403,118 reps - s,570,199 reps - s,311,10:16 - s
419,Jorge Deossa,2782,582,19:14 - s,527,136 reps - s,685,95 reps - s,431,205 reps - s,557,12:02 - s
420,Seth Denney,2784,930,215 reps - s,425,141 reps - s,946,70 reps - s,364,208 reps - s,119,9:00 - s
420,Chris Barnhill,2784,1183,199 reps - s,799,119 reps - s,221,142 reps - s,319,212 reps - s,262,9:53 - s
422,Jay Brown,2787,608,19:21 - s,245,163 reps - s,817,92 reps - s,353,209 reps - s,764,13:23 - s
423,Robert Peak,2790,954,215 reps - s,46,200 reps - s,1056,67 reps - s,481,203 reps - s,253,9:50 - s
423,Hector Rodriguez,2790,512,18:57 - s,242,163 reps - s,628,100 reps - s,158,233 reps - s,1250,0
425,Matt Isley,2793,943,215 reps - s,1316,78 reps - s,82,191 reps - s,231,220 reps - s,221,9:40 - s
425,Edgar Leon,2793,704,19:41 - s,340,147 reps - s,461,107 reps - s,918,180 reps - s,370,10:45 - s
427,Howard Arp,2796,1331,186 reps - s,276,158 reps - s,46,215 reps - s,417,205 reps - s,726,13:07 - s
428,Kevin Hart,2798,383,18:14 - s,647,127 reps - s,529,105 reps - s,677,194 reps - s,562,12:06 - s
429,Mike Mayernik,2801,878,217 reps - s,1219,83 reps - s,274,141 reps - s,267,217 reps - s,163,9:17 - s
429,Tim Fitzpatrick,2801,562,19:10 - s,339,148 reps - s,277,141 reps - s,373,208 reps - s,1250,0
431,Jason Bodkin,2808,409,18:26 - s,661,126 reps - s,172,155 reps - s,316,213 reps - s,1250,0
432,Wade Yamada,2816,881,217 reps - s,619,128 reps - s,535,105 reps - s,400,206 reps - s,381,10:51 - s
433,Hok Hoh Wong,2818,130,16:05 - s,393,144 reps - s,749,93 reps - s,562,199 reps - s,984,15:34 - s
434,Chet Huntley,2821,383,18:14 - s,662,125 reps - s,498,106 reps - s,594,198 reps - s,684,12:52 - s
435,Jared Horrigan,2824,153,16:20 - s,143,173 reps - s,799,92 reps - s,479,203 reps - s,1250,0
436,Michael Gorman,2840,689,19:38 - s,1042,102 reps - s,612,103 reps - s,214,223 reps - s,283,10:05 - s
437,Scott Megill,2845,748,19:51 - s,678,124 reps - s,206,144 reps - s,739,190 reps - s,474,11:27 - s
438,Joseph Segar,2859,396,18:18 - s,593,131 reps - s,472,107 reps - s,566,199 reps - s,832,13:47 - s
439,Joseph Lehman,2860,768,19:59 - s,475,139 reps - s,275,141 reps - s,477,203 reps - s,865,14:09 - s
440,Michael Raymond,2864,841,220 reps - s,608,129 reps - s,670,96 reps - s,322,212 reps - s,423,11:05 - s
441,Boragan Aruoba,2869,475,18:48 - s,829,117 reps - s,474,107 reps - s,713,192 reps - s,378,10:50 - s
442,Scott Vito,2870,1007,213 reps - s,741,122 reps - s,114,178 reps - s,673,195 reps - s,335,10:30 - s
442,Robert Bogan,2870,1037,212 reps - s,794,119 reps - s,326,131 reps - s,237,220 reps - s,476,11:28 - s
444,Jean Cano,2874,1022,212 reps - s,618,128 reps - s,370,129 reps - s,516,201 reps - s,348,10:35 - s
445,Justin Cashion,2875,216,17:01 - s,542,136 reps - s,672,96 reps - s,580,198 reps - s,865,14:09 - s
446,Christopher LaGarde,2876,660,19:33 - s,660,126 reps - s,540,105 reps - s,545,200 reps - s,471,11:26 - s
447,Shawn Dean,2878,484,18:50 - s,421,141 reps - s,1381,0,287,215 reps - s,305,10:15 - s
448,Bill Bambic,2891,304,17:41 - s,400,143 reps - s,531,105 reps - s,406,206 reps - s,1250,0
448,Alex Quigley,2891,413,18:27 - s,609,129 reps - s,453,108 reps - s,679,194 reps - s,737,13:13 - s
450,David Hamalian,2903,641,19:28 - s,449,141 reps - s,551,105 reps - s,881,183 reps - s,381,10:51 - s
450,Don Van Earl Miel,2903,700,19:40 - s,490,138 reps - s,251,141 reps - s,1314,0,148,9:12 - s
452,Jason Dale,2904,793,223 reps - s,620,128 reps - s,624,101 reps - s,415,205 reps - s,452,11:20 - s
453,Chris Szafrajda,2910,1090,210 reps - s,785,120 reps - s,243,142 reps - s,292,215 reps - s,500,11:40 - s
454,Andres Lopez,2912,999,213 reps - s,687,124 reps - s,320,131 reps - s,444,204 reps - s,462,11:23 - s
455,Chuck Dunkerly,2914,849,219 reps - s,918,112 reps - s,211,143 reps - s,692,193 reps - s,244,9:47 - s
456,Robert Kehoe,2920,5,12:37 - s,478,139 reps - s,1098,60 reps - s,89,243 reps - s,1250,0
457,Jeff Wolfe,2931,541,19:06 - s,313,152 reps - s,845,83 reps - s,510,201 reps - s,722,13:06 - s
458,Sean Seavers,2933,180,16:39 - s,426,141 reps - s,1144,58 reps - s,306,213 reps - s,877,14:12 - s
459,Bary Winslow,2935,738,19:49 - s,396,143 reps - s,521,105 reps - s,1169,150 reps - s,111,8:57 - s
460,Erik Hauck,2938,333,17:53 - s,757,121 reps - s,157,165 reps - s,441,204 reps - s,1250,0
461,Lavin Chainani,2944,223,17:05 - s,78,183 reps - s,79,191 reps - s,1314,0,1250,0
462,Sean Hollern,2947,365,18:05 - s,399,143 reps - s,224,142 reps - s,709,192 reps - s,1250,0
462,Scott Killette,2947,850,219 reps - s,594,131 reps - s,344,130 reps - s,742,190 reps - s,417,11:04 - s
464,Vincent Tyson,2951,464,18:45 - s,483,138 reps - s,507,106 reps - s,1093,162 reps - s,404,11:00 - s
465,John Lemons,2961,501,18:55 - s,409,142 reps - s,577,104 reps - s,224,221 reps - s,1250,0
466,Kevin Gilsdorf,2966,863,218 reps - s,454,140 reps - s,577,104 reps - s,610,197 reps - s,462,11:23 - s
467,Keith Morgan,2969,730,19:47 - s,387,144 reps - s,244,142 reps - s,573,199 reps - s,1035,16:18 - s
468,Patrick Goodman,2978,657,19:32 - s,997,107 reps - s,37,23:15 - s,821,186 reps - s,466,11:24 - s
469,Jason Ritz,2989,219,17:04 - s,147,173 reps - s,59,203 reps - s,1314,0,1250,0
470,Ryan Jernigan,2990,475,18:48 - s,392,144 reps - s,1030,67 reps - s,266,217 reps - s,827,13:46 - s
471,Gary Johnston,2999,834,220 reps - s,735,122 reps - s,490,106 reps - s,448,204 reps - s,492,11:35 - s
472,Thomas King,3027,657,19:32 - s,343,147 reps - s,827,89 reps - s,798,187 reps - s,402,10:59 - s
473,Michael Kappler,3030,272,17:30 - s,526,136 reps - s,368,129 reps - s,614,197 reps - s,1250,0
474,Jay Mundhara,3031,968,214 reps - s,513,137 reps - s,588,104 reps - s,689,194 reps - s,273,10:00 - s
475,Brent Martin,3043,1140,203 reps - s,476,139 reps - s,743,94 reps - s,443,204 reps - s,241,9:46 - s
476,Anthony Sebastian,3045,530,19:04 - s,1443,78 reps - s,183,154 reps - s,613,197 reps - s,276,10:01 - s
477,Tony Pearce,3047,782,224 reps - s,712,123 reps - s,254,141 reps - s,515,201 reps - s,784,13:30 - s
478,Chip LaRue,3050,1002,213 reps - s,628,128 reps - s,325,131 reps - s,532,200 reps - s,563,12:07 - s
479,Chris Kluttz,3052,898,216 reps - s,1324,78 reps - s,35,23:12 - s,583,198 reps - s,212,9:37 - s
